player_id,season,week,team,position
00-0033460,2023,7,KC,WR
00-0033460,2023,8,KC,WR
00-0033460,2023,9,KC,WR
00-0033460,2023,11,KC,WR
00-0033460,2023,12,KC,WR
00-0033460,2023,13,KC,WR
00-0033460,2024,1,PHI,WR
00-0033460,2024,4,PHI,WR
00-0033460,2024,6,PHI,WR
00-0033460,2024,7,PHI,WR
00-0033460,2024,8,PHI,WR
00-0033460,2024,9,PHI,WR
00-0033460,2024,10,PHI,WR
00-0033460,2024,11,PHI,WR
00-0033460,2024,12,PHI,WR
00-0033460,2024,13,PHI,WR
00-0033460,2024,14,PHI,WR
00-0033464,2017,3,KC,WR
00-0033464,2017,4,KC,WR
00-0033464,2017,5,KC,WR
00-0033464,2017,6,KC,WR
00-0033464,2017,9,KC,WR
00-0033464,2017,11,KC,WR
00-0033464,2017,12,KC,WR
00-0033464,2017,13,KC,WR
00-0033464,2017,14,KC,WR
00-0033464,2017,15,KC,WR
00-0033464,2017,16,KC,WR
00-0033464,2017,17,KC,WR
00-0033464,2018,2,WAS,WR
00-0033464,2018,3,WAS,WR
00-0033464,2018,5,WAS,WR
00-0033464,2018,6,WAS,WR
00-0033464,2018,7,WAS,WR
00-0033464,2018,8,WAS,WR
00-0033464,2018,9,WAS,WR
00-0033464,2018,10,WAS,WR
00-0033464,2018,11,WAS,WR
00-0033464,2018,12,WAS,WR
00-0033464,2018,13,WAS,WR
00-0033464,2018,14,WAS,WR
00-0033464,2018,15,WAS,WR
00-0033464,2018,16,WAS,WR
00-0033464,2018,17,WAS,WR
00-0033464,2019,2,WAS,WR
00-0033464,2019,3,WAS,WR
00-0033464,2019,4,WAS,WR
00-0033464,2019,5,WAS,WR
00-0033464,2019,6,WAS,WR
00-0033464,2019,7,WAS,WR
00-0033464,2019,8,WAS,WR
00-0033464,2019,9,WAS,WR
00-0033464,2019,11,WAS,WR
00-0033464,2019,12,WAS,WR
00-0033464,2019,13,WAS,WR
00-0033464,2019,14,WAS,WR
00-0033464,2019,15,WAS,WR
00-0033464,2019,16,WAS,WR
00-0033464,2019,17,WAS,WR
00-0033464,2020,1,NYJ,WR
00-0033466,2017,14,DEN,WR
00-0033466,2017,17,DEN,WR
00-0033466,2018,2,DEN,WR
00-0033466,2018,3,DEN,WR
00-0033466,2018,4,DEN,WR
00-0033466,2018,5,DEN,WR
00-0033466,2018,6,DEN,WR
00-0033466,2018,7,DEN,WR
00-0033466,2018,8,DEN,WR
00-0033466,2018,9,DEN,WR
00-0033466,2018,10,BUF,WR
00-0033466,2019,7,BUF,WR
00-0033466,2019,8,BUF,WR
00-0033466,2019,9,BUF,WR
00-0033471,2017,2,MIA,WR
00-0033471,2017,3,MIA,WR
00-0033471,2017,4,MIA,WR
00-0033471,2017,5,MIA,WR
00-0033471,2017,6,MIA,WR
00-0033471,2017,7,MIA,WR
00-0033471,2017,8,MIA,WR
00-0033471,2017,9,MIA,WR
00-0033471,2017,10,MIA,WR
00-0033471,2017,11,MIA,WR
00-0033471,2017,12,MIA,WR
00-0033471,2017,13,MIA,WR
00-0033471,2017,14,MIA,WR
00-0033471,2017,15,MIA,WR
00-0033471,2017,16,MIA,WR
00-0033471,2017,17,MIA,WR
00-0033471,2018,1,MIA,WR
00-0033471,2018,2,MIA,WR
00-0033471,2018,3,MIA,WR
00-0033471,2018,4,MIA,WR
00-0033471,2018,5,MIA,WR
00-0033471,2018,6,MIA,WR
00-0033471,2018,7,MIA,WR
00-0033471,2018,8,MIA,WR
00-0033471,2018,9,MIA,WR
00-0033471,2018,10,MIA,WR
00-0033471,2018,12,MIA,WR
00-0033471,2018,13,MIA,WR
00-0033471,2018,14,MIA,WR
00-0033471,2018,15,MIA,WR
00-0033471,2018,16,MIA,WR
00-0033471,2018,17,MIA,WR
00-0033471,2019,2,MIA,WR
00-0033471,2019,3,MIA,WR
00-0033471,2019,4,MIA,WR
00-0033471,2019,14,MIA,WR
00-0033471,2019,15,MIA,WR
00-0033471,2019,16,MIA,WR
00-0033471,2019,17,MIA,WR
00-0033471,2020,1,MIA,WR
00-0033471,2020,10,NE,WR
00-0033471,2020,11,NE,WR
00-0033471,2020,12,NE,WR
00-0033471,2020,13,NE,WR
00-0033471,2020,15,MIA,WR
00-0033471,2020,16,MIA,WR
00-0033471,2020,17,MIA,WR
00-0033471,2021,1,MIA,WR
00-0033471,2021,2,MIA,WR
00-0033471,2021,3,MIA,WR
00-0033471,2021,4,MIA,WR
00-0033471,2021,5,MIA,WR
00-0033471,2021,6,MIA,WR
00-0033471,2021,7,MIA,WR
00-0033471,2021,8,MIA,WR
00-0033471,2021,9,MIA,WR
00-0033471,2021,10,MIA,WR
00-0033471,2021,11,MIA,WR
00-0033471,2021,12,MIA,WR
00-0033471,2021,13,MIA,WR
00-0033471,2021,15,MIA,WR
00-0033471,2021,16,MIA,WR
00-0033471,2023,1,CHI,WR
00-0033472,2017,1,NYJ,WR
00-0033472,2017,2,NYJ,WR
00-0033472,2017,3,NYJ,WR
00-0033472,2017,4,NYJ,WR
00-0033472,2017,5,NYJ,WR
00-0033472,2017,6,NYJ,WR
00-0033472,2017,7,NYJ,WR
00-0033472,2017,8,NYJ,WR
00-0033472,2017,9,NYJ,WR
00-0033472,2017,10,NYJ,WR
00-0033472,2017,12,NYJ,WR
00-0033472,2017,13,NYJ,WR
00-0033472,2017,14,NYJ,WR
00-0033472,2017,15,NYJ,WR
00-0033472,2017,16,NYJ,WR
00-0033472,2017,17,NYJ,WR
00-0033474,2017,1,KC,WR
00-0033474,2017,2,KC,WR
00-0033474,2017,3,KC,WR
00-0033474,2017,4,KC,WR
00-0033474,2017,5,KC,WR
00-0033474,2017,6,KC,WR
00-0033474,2017,7,KC,WR
00-0033474,2017,8,KC,WR
00-0033474,2017,9,KC,WR
00-0033474,2017,11,KC,WR
00-0033474,2017,12,KC,WR
00-0033474,2017,13,KC,WR
00-0033474,2017,14,KC,WR
00-0033474,2017,15,KC,WR
00-0033474,2017,16,KC,WR
00-0033474,2017,17,KC,WR
00-0033474,2018,1,KC,WR
00-0033474,2018,2,KC,WR
00-0033474,2018,3,KC,WR
00-0033474,2018,4,KC,WR
00-0033474,2018,5,KC,WR
00-0033474,2018,6,KC,WR
00-0033474,2018,7,KC,WR
00-0033474,2018,8,KC,WR
00-0033474,2018,9,KC,WR
00-0033474,2018,10,KC,WR
00-0033474,2018,11,KC,WR
00-0033474,2018,13,KC,WR
00-0033474,2018,14,KC,WR
00-0033474,2018,15,KC,WR
00-0033474,2018,16,KC,WR
00-0033474,2018,17,KC,WR
00-0033474,2019,1,KC,WR
00-0033474,2019,2,KC,WR
00-0033474,2019,3,KC,WR
00-0033474,2019,4,KC,WR
00-0033474,2019,5,KC,WR
00-0033474,2019,6,KC,WR
00-0033474,2019,7,KC,WR
00-0033474,2019,8,KC,WR
00-0033474,2019,9,KC,WR
00-0033474,2020,7,KC,WR
00-0033474,2020,8,KC,WR
00-0033474,2020,9,KC,WR
00-0033474,2020,11,KC,WR
00-0033474,2020,12,KC,WR
00-0033474,2020,13,KC,WR
00-0033474,2020,14,KC,WR
00-0033474,2020,15,KC,WR
00-0033474,2020,16,KC,WR
00-0033474,2020,17,KC,WR
00-0033474,2021,1,KC,WR
00-0033474,2021,2,KC,WR
00-0033474,2021,4,KC,WR
00-0033474,2021,5,KC,WR
00-0033474,2021,6,KC,WR
00-0033474,2021,7,KC,WR
00-0033474,2021,8,KC,WR
00-0033474,2021,9,KC,WR
00-0033474,2021,10,KC,WR
00-0033474,2021,11,KC,WR
00-0033474,2021,13,KC,WR
00-0033474,2021,14,KC,WR
00-0033474,2021,15,KC,WR
00-0033474,2021,16,KC,WR
00-0033474,2021,17,KC,WR
00-0033474,2021,18,KC,WR
00-0033481,2017,1,KC,WR
00-0033481,2017,2,KC,WR
00-0033481,2017,3,KC,WR
00-0033481,2017,4,KC,WR
00-0033481,2017,5,KC,WR
00-0033481,2017,6,KC,WR
00-0033481,2017,7,KC,WR
00-0033481,2017,8,KC,WR
00-0033481,2018,1,KC,WR
00-0033481,2018,2,KC,WR
00-0033481,2018,3,KC,WR
00-0033481,2018,14,KC,WR
00-0033481,2018,15,KC,WR
00-0033481,2018,16,KC,WR
00-0033481,2018,17,KC,WR
00-0033481,2019,1,KC,WR
00-0033481,2019,2,KC,WR
00-0033481,2019,3,KC,WR
00-0033481,2019,4,KC,WR
00-0033481,2019,5,KC,WR
00-0033481,2019,6,KC,WR
00-0033481,2019,7,KC,WR
00-0033481,2019,8,KC,WR
00-0033481,2019,9,KC,WR
00-0033481,2019,10,KC,WR
00-0033481,2019,11,KC,WR
00-0033481,2019,13,KC,WR
00-0033481,2019,14,KC,WR
00-0033481,2019,15,KC,WR
00-0033481,2019,16,KC,WR
00-0033481,2019,17,KC,WR
00-0033481,2020,2,KC,WR
00-0033481,2020,3,KC,WR
00-0033481,2020,4,KC,WR
00-0033481,2020,5,KC,WR
00-0033481,2020,6,KC,WR
00-0033481,2020,16,MIA,WR
00-0033481,2020,17,MIA,WR
00-0033481,2021,1,KC,WR
00-0033481,2022,1,NYG,WR
00-0033481,2022,5,KC,WR
00-0033481,2022,6,KC,WR
00-0033481,2022,7,KC,WR
00-0033481,2022,9,KC,WR
00-0033481,2022,10,KC,WR
00-0033481,2022,11,KC,WR
00-0033481,2022,12,KC,WR
00-0033481,2022,13,KC,WR
00-0033481,2022,14,KC,WR
00-0033481,2022,15,KC,WR
00-0033481,2022,16,KC,WR
00-0033481,2022,17,KC,WR
00-0033481,2022,18,KC,WR
00-0033481,2023,1,WAS,WR
00-0033484,2017,1,KC,WR
00-0033484,2017,2,KC,WR
00-0033484,2017,3,KC,WR
00-0033484,2017,4,KC,WR
00-0033484,2017,5,KC,WR
00-0033484,2017,6,KC,WR
00-0033484,2017,7,KC,WR
00-0033484,2017,8,KC,WR
00-0033484,2017,9,KC,WR
00-0033484,2017,11,KC,WR
00-0033484,2017,12,KC,WR
00-0033484,2017,13,KC,WR
00-0033484,2017,14,KC,WR
00-0033484,2017,15,KC,WR
00-0033484,2017,16,KC,WR
00-0033484,2017,17,KC,WR
00-0033487,2017,1,KC,WR
00-0033487,2017,2,KC,WR
00-0033487,2017,3,KC,WR
00-0033487,2017,4,KC,WR
00-0033487,2017,5,KC,WR
00-0033487,2017,6,KC,WR
00-0033487,2017,7,KC,WR
00-0033487,2017,8,KC,WR
00-0033487,2017,9,KC,WR
00-0033487,2017,11,KC,WR
00-0033487,2017,12,KC,WR
00-0033487,2017,13,KC,WR
00-0033487,2017,14,KC,WR
00-0033487,2017,15,KC,WR
00-0033487,2017,16,KC,WR
00-0033487,2017,17,KC,WR
00-0033496,2017,1,SF,WR
00-0033496,2017,2,SF,WR
00-0033496,2017,3,SF,WR
00-0033496,2017,4,SF,WR
00-0033496,2017,5,SF,WR
00-0033496,2017,6,SF,WR
00-0033496,2017,7,SF,WR
00-0033496,2017,8,SF,WR
00-0033496,2017,9,SF,WR
00-0033496,2017,10,SF,WR
00-0033496,2017,12,SF,WR
00-0033496,2017,13,SF,WR
00-0033496,2017,14,SF,WR
00-0033496,2017,15,SF,WR
00-0033496,2017,16,SF,WR
00-0033496,2017,17,SF,WR
00-0033504,2017,1,NO,RB
00-0033504,2017,2,NO,RB
00-0033504,2017,3,NO,RB
00-0033504,2017,4,NO,RB
00-0033504,2017,6,NO,RB
00-0033504,2017,7,NO,RB
00-0033504,2017,8,NO,RB
00-0033504,2017,9,NO,RB
00-0033504,2017,10,NO,RB
00-0033504,2017,11,NO,RB
00-0033504,2017,12,NO,RB
00-0033504,2017,13,NO,RB
00-0033504,2017,14,NO,RB
00-0033504,2017,15,NO,RB
00-0033504,2017,16,NO,RB
00-0033504,2017,17,NO,RB
00-0033508,2017,1,GB,RB
00-0033508,2017,2,GB,RB
00-0033508,2017,3,GB,RB
00-0033508,2017,4,GB,RB
00-0033508,2017,5,GB,RB
00-0033508,2017,6,GB,RB
00-0033508,2017,7,GB,RB
00-0033508,2017,9,GB,RB
00-0033508,2017,10,GB,RB
00-0033508,2017,11,GB,RB
00-0033508,2017,12,GB,RB
00-0033508,2017,13,GB,RB
00-0033508,2017,14,GB,RB
00-0033508,2017,15,GB,RB
00-0033508,2017,16,GB,RB
00-0033508,2017,17,GB,RB
00-0033508,2020,1,GB,RB
00-0033514,2017,1,GB,TE
00-0033514,2017,2,GB,TE
00-0033514,2017,3,GB,TE
00-0033514,2017,4,GB,TE
00-0033514,2017,5,GB,TE
00-0033514,2017,6,GB,TE
00-0033514,2017,7,GB,TE
00-0033514,2017,9,GB,TE
00-0033514,2017,10,GB,TE
00-0033514,2017,11,GB,TE
00-0033514,2017,12,GB,TE
00-0033514,2017,13,GB,TE
00-0033514,2017,14,GB,TE
00-0033514,2017,15,GB,TE
00-0033514,2017,16,GB,TE
00-0033514,2017,17,GB,TE
00-0033514,2018,1,GB,TE
00-0033514,2018,2,GB,TE
00-0033514,2018,3,GB,TE
00-0033514,2018,4,GB,TE
00-0033514,2018,5,GB,TE
00-0033514,2018,6,GB,TE
00-0033514,2018,8,GB,TE
00-0033514,2018,9,GB,TE
00-0033514,2018,10,GB,TE
00-0033514,2018,11,GB,TE
00-0033514,2018,12,GB,TE
00-0033514,2018,13,GB,TE
00-0033514,2018,14,GB,TE
00-0033514,2018,15,GB,TE
00-0033514,2018,16,GB,TE
00-0033514,2018,17,GB,TE
00-0033515,2017,1,KC,RB
00-0033515,2017,2,KC,RB
00-0033515,2017,3,KC,RB
00-0033515,2017,4,KC,RB
00-0033515,2017,5,KC,RB
00-0033515,2017,6,KC,RB
00-0033515,2017,7,KC,RB
00-0033515,2017,8,KC,RB
00-0033515,2017,9,KC,RB
00-0033515,2017,11,KC,RB
00-0033515,2017,12,KC,RB
00-0033515,2017,13,KC,RB
00-0033515,2017,14,KC,RB
00-0033515,2017,15,KC,RB
00-0033515,2017,16,KC,RB
00-0033515,2017,17,KC,RB
00-0033515,2018,1,TB,RB
00-0033515,2018,2,TB,RB
00-0033515,2018,3,TB,RB
00-0033515,2018,4,TB,RB
00-0033515,2018,6,TB,RB
00-0033515,2018,7,TB,RB
00-0033515,2018,8,TB,RB
00-0033515,2018,9,TB,RB
00-0033515,2018,10,TB,RB
00-0033515,2018,11,TB,RB
00-0033515,2018,12,TB,RB
00-0033515,2018,13,TB,RB
00-0033515,2018,14,TB,RB
00-0033515,2018,15,TB,RB
00-0033515,2018,16,TB,RB
00-0033515,2018,17,TB,RB
00-0033516,2017,1,WAS,WR
00-0033516,2017,2,WAS,WR
00-0033516,2017,3,WAS,WR
00-0033516,2017,4,WAS,WR
00-0033516,2017,6,WAS,WR
00-0033516,2017,7,WAS,WR
00-0033516,2017,8,WAS,WR
00-0033516,2017,9,WAS,WR
00-0033516,2017,10,WAS,WR
00-0033516,2017,11,WAS,WR
00-0033516,2017,12,WAS,WR
00-0033516,2017,13,WAS,WR
00-0033516,2017,14,WAS,WR
00-0033516,2017,15,WAS,WR
00-0033516,2017,16,WAS,WR
00-0033516,2017,17,WAS,WR
00-0033517,2017,1,NO,WR
00-0033517,2017,2,NO,WR
00-0033517,2017,3,NO,WR
00-0033517,2017,4,NO,WR
00-0033517,2017,6,NO,WR
00-0033517,2017,7,NO,WR
00-0033517,2017,8,NO,WR
00-0033517,2017,9,NO,WR
00-0033517,2017,10,NO,WR
00-0033517,2017,11,NO,WR
00-0033517,2017,12,NO,WR
00-0033517,2017,13,NO,WR
00-0033517,2017,14,NO,WR
00-0033517,2017,15,NO,WR
00-0033517,2017,16,NO,WR
00-0033517,2017,17,NO,WR
00-0033517,2018,1,NO,WR
00-0033517,2018,2,NO,WR
00-0033517,2018,3,NO,WR
00-0033517,2018,4,NO,WR
00-0033517,2018,5,NO,WR
00-0033517,2018,7,NO,WR
00-0033517,2018,8,NO,WR
00-0033517,2018,9,NO,WR
00-0033517,2018,10,NO,WR
00-0033517,2018,11,NO,WR
00-0033517,2018,12,NO,WR
00-0033517,2018,13,NO,WR
00-0033517,2018,14,NO,WR
00-0033517,2018,15,NO,WR
00-0033517,2018,16,NO,WR
00-0033517,2018,17,NO,WR
00-0033517,2019,1,NO,WR
00-0033517,2019,2,NO,WR
00-0033517,2019,3,NO,WR
00-0033517,2019,4,NO,WR
00-0033517,2019,5,NO,WR
00-0033517,2019,6,NO,WR
00-0033517,2019,7,NO,WR
00-0033517,2019,8,NO,WR
00-0033517,2019,10,NO,WR
00-0033517,2019,11,NO,WR
00-0033517,2019,12,NO,WR
00-0033517,2019,13,NO,WR
00-0033517,2019,14,NO,WR
00-0033517,2019,15,NO,WR
00-0033517,2019,16,NO,WR
00-0033517,2019,17,NO,WR
00-0033526,2017,1,WAS,RB
00-0033526,2017,2,WAS,RB
00-0033526,2018,1,WAS,RB
00-0033526,2018,2,WAS,RB
00-0033526,2018,3,WAS,RB
00-0033526,2018,5,WAS,RB
00-0033526,2018,6,WAS,RB
00-0033526,2018,7,WAS,RB
00-0033526,2018,8,WAS,RB
00-0033526,2018,9,WAS,RB
00-0033526,2018,10,WAS,RB
00-0033526,2018,11,WAS,RB
00-0033526,2018,12,WAS,RB
00-0033526,2018,13,WAS,RB
00-0033526,2018,14,WAS,RB
00-0033526,2018,15,WAS,RB
00-0033526,2019,17,MIA,RB
00-0033528,2017,6,WAS,TE
00-0033528,2017,7,WAS,TE
00-0033528,2017,8,WAS,TE
00-0033528,2017,9,WAS,TE
00-0033528,2017,10,WAS,TE
00-0033528,2017,11,WAS,TE
00-0033528,2017,12,WAS,TE
00-0033528,2017,13,WAS,TE
00-0033528,2017,14,WAS,TE
00-0033528,2017,15,WAS,TE
00-0033528,2017,16,WAS,TE
00-0033528,2017,17,WAS,TE
00-0033528,2018,1,WAS,TE
00-0033528,2019,1,WAS,TE
00-0033528,2019,6,WAS,TE
00-0033530,2017,1,WAS,WR
00-0033530,2017,2,WAS,WR
00-0033530,2017,3,WAS,WR
00-0033530,2017,4,WAS,WR
00-0033530,2017,6,WAS,WR
00-0033530,2017,7,WAS,WR
00-0033530,2017,8,WAS,WR
00-0033530,2017,9,WAS,WR
00-0033530,2017,10,WAS,WR
00-0033530,2017,11,WAS,WR
00-0033530,2017,12,WAS,WR
00-0033530,2017,13,WAS,WR
00-0033530,2017,14,WAS,WR
00-0033530,2017,15,WAS,WR
00-0033530,2017,16,WAS,WR
00-0033530,2017,17,WAS,WR
00-0033530,2018,1,WAS,WR
00-0033530,2018,2,WAS,WR
00-0033530,2018,3,WAS,WR
00-0033530,2018,5,WAS,WR
00-0033530,2018,6,WAS,WR
00-0033530,2018,7,WAS,WR
00-0033530,2018,8,WAS,WR
00-0033530,2018,9,WAS,WR
00-0033530,2018,10,WAS,WR
00-0033530,2018,11,WAS,WR
00-0033530,2018,12,WAS,WR
00-0033530,2018,13,WAS,WR
00-0033530,2018,14,WAS,WR
00-0033530,2018,15,WAS,WR
00-0033530,2018,16,WAS,WR
00-0033530,2018,17,WAS,WR
00-0033530,2019,1,WAS,WR
00-0033530,2019,2,WAS,WR
00-0033530,2019,3,WAS,WR
00-0033530,2019,4,WAS,WR
00-0033530,2019,5,WAS,WR
00-0033530,2019,11,PHI,WR
00-0033530,2019,12,PHI,WR
00-0033530,2019,13,PHI,WR
00-0033530,2019,14,PHI,WR
00-0033530,2019,15,PHI,WR
00-0033530,2019,17,PHI,WR
00-0033530,2020,4,LV,WR
00-0033530,2020,5,LV,WR
00-0033530,2020,7,LV,WR
00-0033530,2020,8,LV,WR
00-0033530,2020,9,LV,WR
00-0033530,2020,10,LV,WR
00-0033530,2020,11,LV,WR
00-0033530,2020,12,LV,WR
00-0033530,2020,13,LV,WR
00-0033536,2017,1,LAC,WR
00-0033536,2017,2,LAC,WR
00-0033536,2017,3,LAC,WR
00-0033536,2017,4,LAC,WR
00-0033536,2017,5,LAC,WR
00-0033536,2017,6,LAC,WR
00-0033552,2019,2,DEN,WR
00-0033552,2019,3,DEN,WR
00-0033552,2019,4,DEN,WR
00-0033552,2019,5,DEN,WR
00-0033552,2019,6,DEN,WR
00-0033552,2019,7,DEN,WR
00-0033552,2019,9,DEN,WR
00-0033552,2019,11,DEN,WR
00-0033552,2019,12,DEN,WR
00-0033555,2017,1,PHI,WR
00-0033555,2018,1,PHI,WR
00-0033555,2018,2,PHI,WR
00-0033555,2018,3,PHI,WR
00-0033555,2018,4,PHI,WR
00-0033555,2018,5,PHI,WR
00-0033555,2018,6,PHI,WR
00-0033555,2018,7,PHI,WR
00-0033555,2018,8,PHI,WR
00-0033555,2018,10,PHI,WR
00-0033555,2018,11,PHI,WR
00-0033555,2018,12,PHI,WR
00-0033555,2018,13,PHI,WR
00-0033555,2018,14,PHI,WR
00-0033555,2018,15,PHI,WR
00-0033555,2018,16,PHI,WR
00-0033555,2018,17,PHI,WR
00-0033555,2019,14,MIA,WR
00-0033555,2019,17,MIA,WR
00-0033555,2020,1,MIA,WR
00-0033555,2020,2,MIA,WR
00-0033555,2020,3,MIA,WR
00-0033555,2020,4,MIA,WR
00-0033555,2020,5,MIA,WR
00-0033555,2020,6,MIA,WR
00-0033555,2020,8,MIA,WR
00-0033555,2020,9,MIA,WR
00-0033555,2021,1,MIA,WR
00-0033555,2021,2,MIA,WR
00-0033555,2021,3,MIA,WR
00-0033555,2021,4,MIA,WR
00-0033555,2021,5,MIA,WR
00-0033555,2021,6,MIA,WR
00-0033555,2021,15,MIA,WR
00-0033555,2021,16,MIA,WR
00-0033556,2017,1,CHI,RB
00-0033556,2023,18,CAR,RB
00-0033556,2024,1,NYJ,RB
00-0033556,2024,2,NYJ,RB
00-0033556,2024,3,NYJ,RB
00-0033556,2024,4,NYJ,RB
00-0033556,2024,5,NYJ,RB
00-0033556,2024,6,NYJ,RB
00-0033556,2024,7,NYJ,RB
00-0033556,2024,8,NYJ,RB
00-0033556,2024,9,NYJ,RB
00-0033556,2024,10,NYJ,RB
00-0033556,2024,11,NYJ,RB
00-0033556,2024,14,NYJ,RB
00-0033556,2024,15,NYJ,RB
00-0033556,2024,16,NYJ,RB
00-0033556,2024,17,NYJ,RB
00-0033556,2024,18,NYJ,RB
00-0033559,2017,1,DET,TE
00-0033559,2017,2,DET,TE
00-0033559,2017,3,DET,TE
00-0033559,2017,4,DET,TE
00-0033559,2017,5,DET,TE
00-0033559,2017,6,DET,TE
00-0033559,2017,8,DET,TE
00-0033559,2017,9,DET,TE
00-0033559,2017,10,DET,TE
00-0033559,2017,11,DET,TE
00-0033559,2017,12,DET,TE
00-0033559,2017,13,DET,TE
00-0033559,2017,14,DET,TE
00-0033559,2017,15,DET,TE
00-0033559,2017,16,DET,TE
00-0033559,2017,17,DET,TE
00-0033559,2018,3,DET,TE
00-0033559,2018,4,DET,TE
00-0033559,2018,5,DET,TE
00-0033559,2018,7,DET,TE
00-0033559,2018,8,DET,TE
00-0033559,2018,9,DET,TE
00-0033559,2018,10,DET,TE
00-0033559,2018,11,DET,TE
00-0033559,2018,12,DET,TE
00-0033559,2018,13,DET,TE
00-0033559,2018,14,DET,TE
00-0033559,2018,15,DET,TE
00-0033559,2018,16,DET,TE
00-0033559,2018,17,DET,TE
00-0033561,2017,1,PHI,RB
00-0033561,2017,2,PHI,RB
00-0033561,2017,3,PHI,RB
00-0033561,2017,4,PHI,RB
00-0033561,2017,5,PHI,RB
00-0033561,2017,6,PHI,RB
00-0033561,2017,7,PHI,RB
00-0033561,2017,8,PHI,RB
00-0033561,2017,9,PHI,RB
00-0033561,2017,11,PHI,RB
00-0033561,2017,12,PHI,RB
00-0033561,2017,13,PHI,RB
00-0033561,2017,14,PHI,RB
00-0033561,2017,15,PHI,RB
00-0033561,2017,16,PHI,RB
00-0033561,2017,17,PHI,RB
00-0033561,2018,1,DET,RB
00-0033561,2018,2,DET,RB
00-0033561,2018,3,DET,RB
00-0033561,2018,4,DET,RB
00-0033561,2018,5,DET,RB
00-0033561,2018,7,DET,RB
00-0033561,2018,8,PHI,RB
00-0033561,2018,10,PHI,RB
00-0033561,2018,11,PHI,RB
00-0033561,2018,12,PHI,RB
00-0033561,2018,13,PHI,RB
00-0033561,2018,14,PHI,RB
00-0033561,2018,15,PHI,RB
00-0033561,2018,16,PHI,RB
00-0033561,2018,17,PHI,RB
00-0033561,2019,1,PHI,RB
00-0033561,2019,2,PHI,RB
00-0033561,2019,3,PHI,RB
00-0033561,2019,4,PHI,RB
00-0033561,2019,5,PHI,RB
00-0033561,2019,6,PHI,RB
00-0033561,2019,7,PHI,RB
00-0033561,2019,8,PHI,RB
00-0033561,2019,9,PHI,RB
00-0033561,2019,11,PHI,RB
00-0033561,2019,12,PHI,RB
00-0033561,2019,13,PHI,RB
00-0033561,2019,14,PHI,RB
00-0033561,2019,15,PHI,RB
00-0033561,2019,16,PHI,RB
00-0033561,2019,17,PHI,RB
00-0033562,2018,1,PIT,WR
00-0033562,2020,17,CLE,WR
00-0033562,2021,1,CLE,WR
00-0033562,2021,2,CLE,WR
00-0033562,2021,3,CLE,WR
00-0033562,2021,4,CLE,WR
00-0033562,2021,5,CLE,WR
00-0033562,2021,6,CLE,WR
00-0033562,2021,7,CLE,WR
00-0033562,2021,8,CLE,WR
00-0033562,2021,9,CLE,WR
00-0033562,2021,10,CLE,WR
00-0033562,2021,11,CLE,WR
00-0033562,2021,12,CLE,WR
00-0033562,2021,14,CLE,WR
00-0033562,2021,15,CLE,WR
00-0033562,2021,16,CLE,WR
00-0033562,2021,17,CLE,WR
00-0033562,2021,18,CLE,WR
00-0033564,2017,1,DEN,TE
00-0033564,2017,2,DEN,TE
00-0033564,2017,3,DEN,TE
00-0033564,2017,4,DEN,TE
00-0033564,2017,6,DEN,TE
00-0033564,2017,7,DEN,TE
00-0033564,2017,8,DEN,TE
00-0033564,2017,9,DEN,TE
00-0033564,2017,10,DEN,TE
00-0033564,2017,11,DEN,TE
00-0033564,2017,12,DEN,TE
00-0033564,2017,13,DEN,TE
00-0033564,2017,14,DEN,TE
00-0033564,2017,15,DEN,TE
00-0033564,2017,16,DEN,TE
00-0033564,2017,17,DEN,TE
00-0033564,2019,2,DEN,TE
00-0033564,2019,3,DEN,TE
00-0033564,2019,4,DEN,TE
00-0033564,2019,5,DEN,TE
00-0033564,2019,6,DEN,TE
00-0033564,2019,7,DEN,TE
00-0033564,2019,8,DEN,TE
00-0033564,2019,9,DEN,TE
00-0033564,2019,11,DEN,TE
00-0033564,2019,12,DEN,TE
00-0033564,2019,13,DEN,TE
00-0033564,2019,14,DEN,TE
00-0033564,2019,15,DEN,TE
00-0033564,2019,16,DEN,TE
00-0033564,2019,17,DEN,TE
00-0033564,2020,1,DEN,TE
00-0033564,2020,8,DEN,TE
00-0033564,2020,9,DEN,TE
00-0033564,2020,10,DEN,TE
00-0033564,2020,11,DEN,TE
00-0033564,2020,12,DEN,TE
00-0033564,2020,13,DEN,TE
00-0033564,2020,14,DEN,TE
00-0033564,2020,15,DEN,TE
00-0033564,2020,16,DEN,TE
00-0033564,2020,17,DEN,TE
00-0033564,2021,1,CHI,TE
00-0033564,2021,2,CHI,TE
00-0033567,2017,4,ATL,RB
00-0033567,2017,6,ATL,RB
00-0033567,2017,7,ATL,RB
00-0033567,2017,8,ATL,RB
00-0033567,2017,9,ATL,RB
00-0033567,2017,10,ATL,RB
00-0033567,2017,11,CIN,RB
00-0033567,2017,12,CIN,RB
00-0033567,2017,13,CIN,RB
00-0033567,2017,14,CIN,RB
00-0033567,2018,1,ATL,RB
00-0033567,2018,2,ATL,RB
00-0033567,2018,3,ATL,RB
00-0033567,2018,4,ATL,RB
00-0033567,2018,5,ATL,RB
00-0033567,2018,6,ATL,RB
00-0033567,2018,7,ATL,RB
00-0033567,2018,9,ATL,RB
00-0033567,2018,10,ATL,RB
00-0033567,2018,11,ATL,RB
00-0033567,2018,12,ATL,RB
