position,season,window,actual_years,n_train_rows,weighting,model,mae,rmse,medae,r2,spearman,bias,n
QB,2023,10y,10,6387,exponential,B_gbm_huber,6.2555501802323885,7.611740033176954,5.805471946632741,0.2658429772382541,0.5373026246040957,0.1998730088933433,718
QB,2023,10y,10,6387,exponential,F_yeojohnson_huber,5.920798779560741,7.368017009403875,4.934385678477894,0.3121047626965559,0.542298542518052,-0.5211857908901321,718
QB,2024,10y,10,6499,,existing_methodology,6.276761192966104,7.816562350668153,5.469546259540568,0.3054556410261733,0.5464901226809155,0.6326337692138796,720
QB,2024,10y,10,6499,none,B_gbm_huber,6.605423228309728,8.125464196283449,5.919262850179395,0.2494757013043579,0.5539240513303086,0.3063007081112732,720
QB,2024,10y,10,6499,none,F_yeojohnson_huber,5.969400698491621,7.521297142626222,4.803554751142912,0.3569364575074654,0.5749017487636571,-0.0105129850183299,720
QB,2024,10y,10,6499,linear,B_gbm_huber,6.588556227182099,8.101750864469583,6.006539756907193,0.2538499650541539,0.5520199862978936,0.21049302007009,720
QB,2024,10y,10,6499,linear,F_yeojohnson_huber,6.074132085868807,7.593831424662596,5.092885443535904,0.3444734298839357,0.5650733379272891,0.3241151902761559,720
QB,2024,10y,10,6499,exponential,B_gbm_huber,6.603768338572211,8.092895999082918,6.007751759972837,0.2554800935567283,0.5468139586226546,0.3062160050967998,720
QB,2024,10y,10,6499,exponential,F_yeojohnson_huber,6.205420053415044,7.752891680030891,5.267672535624884,0.316724532677087,0.5528415103297625,0.4603868982539597,720
QB,2025,10y,10,6603,,existing_methodology,6.52165276464026,8.149465464102029,5.412802916640596,0.2383905678554382,0.487493976719908,-0.1363102364632278,708
QB,2025,10y,10,6603,none,B_gbm_huber,6.909315148640219,8.276898084864104,6.38907904237171,0.2143858772962741,0.503716054889779,0.2512639935969027,708
QB,2025,10y,10,6603,none,F_yeojohnson_huber,6.514723850613396,8.362939031913132,5.246775767421731,0.1979675722881612,0.4901454528172979,-1.7129506001879409,708
QB,2025,10y,10,6603,linear,B_gbm_huber,6.918821855553935,8.308003984630833,6.167579036226451,0.208469855759716,0.4829419697145132,0.0302140914440294,708
QB,2025,10y,10,6603,linear,F_yeojohnson_huber,6.639491816900171,8.518016331786416,5.4919236521121775,0.1679469756793594,0.4712152057136097,-1.8965237384267344,708
QB,2025,10y,10,6603,exponential,B_gbm_huber,6.8870390419111445,8.29840019451209,6.349406151896056,0.2102987657447429,0.4892706254453798,-0.1707878261594607,708
QB,2025,10y,10,6603,exponential,F_yeojohnson_huber,6.933952510021843,8.944925903787704,5.591235029474841,0.0824546017569765,0.4254297735574495,-2.32298838397885,708
QB,2023,all,17,10872,,existing_methodology,6.151293310346601,7.507681321361522,5.546703079197188,0.285778823626815,0.5262851946652907,0.7464685475170105,718
QB,2023,all,17,10872,none,B_gbm_huber,6.3240145537694,7.694334629564687,5.650804243053473,0.2498239357649077,0.5396131087669489,0.1062124252160543,718
