team,season,week,position,slot,slot_rank,player_id,depth_chart_rank,snap_share_s2d
JAX,2019,1,WR,WR6,6,00-0032128,2.0,
JAX,2019,2,QB,QB1,1,00-0029567,1.0,0.1896551724137931
JAX,2019,2,QB,QB2,2,00-0035289,2.0,0.8103448275862069
JAX,2019,2,RB,RB1,1,00-0033856,1.0,0.8620689655172413
JAX,2019,2,RB,RB2,2,00-0035268,2.0,0.13793103448275862
JAX,2019,2,RB,RB3,3,00-0031075,2.0,
JAX,2019,2,RB,RB4,4,00-0032404,2.0,
JAX,2019,2,TE,TE1,1,00-0031951,1.0,0.6551724137931034
JAX,2019,2,TE,TE2,2,00-0032141,1.0,0.5
JAX,2019,2,TE,TE3,3,00-0033080,2.0,0.13793103448275862
JAX,2019,2,WR,WR1,1,00-0033839,1.0,0.8275862068965517
JAX,2019,2,WR,WR2,2,00-0034777,1.0,0.7068965517241379
JAX,2019,2,WR,WR3,3,00-0031431,1.0,0.20689655172413793
JAX,2019,2,WR,WR4,4,00-0034206,1.0,
JAX,2019,2,WR,WR5,5,00-0032128,2.0,0.7586206896551724
JAX,2019,2,WR,WR6,6,00-0028825,2.0,
JAX,2019,3,QB,QB1,1,00-0035289,1.0,0.9051724137931034
JAX,2019,3,QB,QB2,2,00-0029567,1.0,0.1896551724137931
JAX,2019,3,RB,RB1,1,00-0033856,1.0,0.9154094827586207
JAX,2019,3,RB,RB2,2,00-0035268,2.0,0.13793103448275862
JAX,2019,3,RB,RB3,3,00-0032404,2.0,0.03125
JAX,2019,3,RB,RB4,4,00-0031075,2.0,
JAX,2019,3,TE,TE1,1,00-0031951,1.0,0.6557112068965517
JAX,2019,3,TE,TE2,2,00-0032141,1.0,0.515625
JAX,2019,3,TE,TE3,3,00-0033080,2.0,0.1470905172413793
JAX,2019,3,WR,WR1,1,00-0033839,1.0,0.8434806034482758
JAX,2019,3,WR,WR2,2,00-0034777,1.0,0.759698275862069
JAX,2019,3,WR,WR3,3,00-0031431,1.0,0.20689655172413793
JAX,2019,3,WR,WR4,4,00-0034206,1.0,
JAX,2019,3,WR,WR5,5,00-0032128,2.0,0.8011853448275862
JAX,2019,3,WR,WR6,6,00-0028825,2.0,
JAX,2019,4,QB,QB1,1,00-0035289,1.0,0.9367816091954023
JAX,2019,4,QB,QB2,2,00-0029567,1.0,0.1896551724137931
JAX,2019,4,RB,RB1,1,00-0033856,1.0,0.9436063218390803
JAX,2019,4,RB,RB2,2,00-0035268,2.0,0.13793103448275862
JAX,2019,4,RB,RB3,3,00-0032404,2.0,0.02488425925925926
JAX,2019,4,RB,RB4,4,00-0031075,2.0,
JAX,2019,4,TE,TE1,1,00-0031951,1.0,0.6964000638569604
JAX,2019,4,TE,TE2,2,00-0032141,1.0,0.4733796296296296
JAX,2019,4,TE,TE3,3,00-0033080,2.0,0.17213441890166026
JAX,2019,4,WR,WR1,1,00-0033839,1.0,0.8277525010642827
JAX,2019,4,WR,WR2,2,00-0034777,1.0,0.7410334184759472
JAX,2019,4,WR,WR3,3,00-0031431,1.0,0.24233716475095785
JAX,2019,4,WR,WR4,4,00-0034206,1.0,
JAX,2019,4,WR,WR5,5,00-0032128,2.0,0.7686914644529587
JAX,2019,4,WR,WR6,6,00-0028825,2.0,
JAX,2019,5,QB,QB1,1,00-0035289,1.0,0.9525862068965517
JAX,2019,5,QB,QB2,2,00-0029567,1.0,0.1896551724137931
JAX,2019,5,RB,RB1,1,00-0033856,1.0,0.916528270791075
JAX,2019,5,RB,RB2,2,00-0035268,2.0,0.1513184584178499
JAX,2019,5,RB,RB3,3,00-0032404,2.0,0.02488425925925926
JAX,2019,5,RB,RB4,4,00-0031075,2.0,
JAX,2019,5,TE,TE1,1,00-0031951,1.0,0.6693588714221321
JAX,2019,5,TE,TE2,2,00-0032141,1.0,0.4756229575163399
JAX,2019,5,TE,TE3,3,00-0033080,2.0,0.1938066965291864
JAX,2019,5,WR,WR1,1,00-0033839,1.0,0.7766967287393884
JAX,2019,5,WR,WR2,2,00-0034777,1.0,0.738128005033431
JAX,2019,5,WR,WR3,3,00-0031431,1.0,0.2595973255202464
JAX,2019,5,WR,WR4,4,00-0034206,1.0,
JAX,2019,5,WR,WR5,5,00-0032128,2.0,0.7706362453985426
JAX,2019,5,WR,WR6,6,00-0028825,2.0,
JAX,2019,6,QB,QB1,1,00-0035289,1.0,0.9620689655172413
JAX,2019,6,QB,QB2,2,00-0029567,1.0,0.1896551724137931
JAX,2019,6,RB,RB1,1,00-0033856,1.0,0.916355146753342
JAX,2019,6,RB,RB2,2,00-0035268,2.0,0.12497535782073527
JAX,2019,6,RB,RB3,3,00-0032404,2.0,0.02488425925925926
JAX,2019,6,RB,RB4,4,00-0031075,2.0,
JAX,2019,6,TE,TE1,1,00-0031951,1.0,0.6246437236437298
JAX,2019,6,TE,TE2,2,00-0032141,1.0,0.48411282384439713
JAX,2019,6,TE,TE3,3,00-0033080,2.0,0.2056477668619033
JAX,2019,6,WR,WR1,1,00-0033839,1.0,0.7611164191360891
JAX,2019,6,WR,WR2,2,00-0034777,1.0,0.7543578257134917
JAX,2019,6,WR,WR3,3,00-0031431,1.0,0.24891486161006432
JAX,2019,6,WR,WR4,4,00-0034206,1.0,
JAX,2019,6,WR,WR5,5,00-0032128,2.0,0.7707258637887135
JAX,2019,6,WR,WR6,6,00-0028825,2.0,
JAX,2019,7,QB,QB1,1,00-0035289,1.0,0.9683908045977011
JAX,2019,7,QB,QB2,2,00-0029567,1.0,0.1896551724137931
JAX,2019,7,RB,RB1,1,00-0033856,1.0,0.9216752659726125
JAX,2019,7,RB,RB2,2,00-0035268,2.0,0.10235220802072387
JAX,2019,7,RB,RB3,3,00-0032404,2.0,0.02488425925925926
JAX,2019,7,RB,RB4,4,00-0031075,2.0,
JAX,2019,7,TE,TE1,1,00-0031951,1.0,0.6246437236437298
JAX,2019,7,TE,TE2,2,00-0032141,1.0,0.49250781297377927
JAX,2019,7,TE,TE3,3,00-0035249,2.0,
JAX,2019,7,WR,WR1,1,00-0033839,1.0,0.7635740274409938
JAX,2019,7,WR,WR2,2,00-0034777,1.0,0.7464476133819328
JAX,2019,7,WR,WR3,3,00-0031431,1.0,0.26809740652943076
JAX,2019,7,WR,WR4,4,00-0034206,1.0,
JAX,2019,7,WR,WR5,5,00-0032128,2.0,0.7802025876400199
JAX,2019,7,WR,WR6,6,00-0033681,2.0,0.13315546433725287
JAX,2019,8,QB,QB1,1,00-0035289,1.0,0.9729064039408867
JAX,2019,8,QB,QB2,2,00-0029567,1.0,0.1896551724137931
JAX,2019,8,RB,RB1,1,00-0033856,1.0,0.9185787994050966
JAX,2019,8,RB,RB2,2,00-0035268,2.0,0.0993817664165791
JAX,2019,8,RB,RB3,3,00-0032404,2.0,0.020756172839506173
JAX,2019,8,RB,RB4,4,00-0031075,2.0,
JAX,2019,8,TE,TE1,1,00-0031951,1.0,0.6246437236437298
JAX,2019,8,TE,TE2,2,00-0032141,1.0,0.49250781297377927
JAX,2019,8,TE,TE3,3,00-0035249,2.0,0.3125
JAX,2019,8,WR,WR1,1,00-0034777,1.0,0.7505265257559424
JAX,2019,8,WR,WR2,2,00-0033839,1.0,0.7491348806637089
JAX,2019,8,WR,WR3,3,00-0031431,1.0,0.26809740652943076
JAX,2019,8,WR,WR4,4,00-0034206,1.0,
JAX,2019,8,WR,WR5,5,00-0032128,2.0,0.768745075120017
JAX,2019,8,WR,WR6,6,00-0033681,2.0,0.14806182657478814
JAX,2019,9,QB,QB1,1,00-0035289,1.0,0.9762931034482758
JAX,2019,9,QB,QB2,2,00-0029567,1.0,0.1896551724137931
JAX,2019,9,RB,RB1,1,00-0033856,1.0,0.9017294224524324
JAX,2019,9,RB,RB2,2,00-0035268,2.0,0.11885417471651862
JAX,2019,9,RB,RB3,3,00-0032404,2.0,0.020756172839506173
JAX,2019,9,RB,RB4,4,00-0031075,2.0,
JAX,2019,9,TE,TE1,1,00-0031951,1.0,0.6246437236437298
JAX,2019,9,TE,TE2,2,00-0032141,1.0,0.49250781297377927
JAX,2019,9,TE,TE3,3,00-0035249,1.0,0.35219594594594594
JAX,2019,9,WR,WR1,1,00-0034777,1.0,0.749616115441855
JAX,2019,9,WR,WR2,2,00-0033839,1.0,0.706168696256421
JAX,2019,9,WR,WR3,3,00-0031431,1.0,0.2707118027384896
JAX,2019,9,WR,WR4,4,00-0032128,2.0,0.7655573461354204
JAX,2019,9,WR,WR5,5,00-0033681,2.0,0.17178382798266936
JAX,2019,9,WR,WR6,6,00-0033367,2.0,0.125
JAX,2019,11,QB,QB1,1,00-0029567,1.0,0.1896551724137931
JAX,2019,11,QB,QB2,2,00-0035289,2.0,0.978927203065134
JAX,2019,11,RB,RB1,1,00-0033856,1.0,0.8941298569947548
JAX,2019,11,RB,RB2,2,00-0035268,2.0,0.12135552638039258
JAX,2019,11,RB,RB3,3,00-0032404,2.0,0.020756172839506173
JAX,2019,11,RB,RB4,4,00-0031075,2.0,
JAX,2019,11,TE,TE1,1,00-0031951,1.0,0.6246437236437298
JAX,2019,11,TE,TE2,2,00-0032141,1.0,0.49250781297377927
JAX,2019,11,TE,TE3,3,00-0035249,1.0,0.3863124488124488
JAX,2019,11,WR,WR1,1,00-0032128,1.0,0.778138516430138
JAX,2019,11,WR,WR2,2,00-0034777,1.0,0.7723860420089216
JAX,2019,11,WR,WR3,3,00-0033839,1.0,0.706168696256421
JAX,2019,11,WR,WR4,4,00-0031431,1.0,0.2707118027384896
JAX,2019,11,WR,WR5,5,00-0033681,2.0,0.2436058268936859
JAX,2019,11,WR,WR6,6,00-0033367,2.0,0.11553030303030304
JAX,2019,12,QB,QB1,1,00-0029567,1.0,0.5948275862068966
JAX,2019,12,QB,QB2,2,00-0035289,2.0,0.978927203065134
JAX,2019,12,RB,RB1,1,00-0033856,1.0,0.8756846132307631
JAX,2019,12,RB,RB2,2,00-0035268,2.0,0.13441189203445641
JAX,2019,12,RB,RB3,3,00-0032404,2.0,0.020756172839506173
JAX,2019,12,RB,RB4,4,00-0031075,2.0,
JAX,2019,12,TE,TE1,1,00-0031951,1.0,0.6246437236437298
JAX,2019,12,TE,TE2,2,00-0032141,1.0,0.49250781297377927
JAX,2019,12,TE,TE3,3,00-0035249,1.0,0.42279885273836887
JAX,2019,12,WR,WR1,1,00-0032128,1.0,0.7970988583355113
JAX,2019,12,WR,WR2,2,00-0034777,1.0,0.7903087281306101
JAX,2019,12,WR,WR3,3,00-0033839,1.0,0.722687586636532
JAX,2019,12,WR,WR4,4,00-0031431,1.0,0.2707118027384896
JAX,2019,12,WR,WR5,5,00-0033681,2.0,0.2579549216236722
JAX,2019,12,WR,WR6,6,00-0033367,2.0,0.11553030303030304
JAX,2019,13,QB,QB1,1,00-0029567,1.0,0.7298850574712644
JAX,2019,13,QB,QB2,2,00-0035289,2.0,0.978927203065134
JAX,2019,13,RB,RB1,1,00-0033856,1.0,0.8827079371616563
JAX,2019,13,RB,RB2,2,00-0035268,2.0,0.12470599553389589
JAX,2019,13,RB,RB3,3,00-0032404,2.0,0.020756172839506173
JAX,2019,13,RB,RB4,4,00-0031075,2.0,
JAX,2019,13,TE,TE1,1,00-0031951,1.0,0.6246437236437298
JAX,2019,13,TE,TE2,2,00-0032141,1.0,0.49250781297377927
JAX,2019,13,TE,TE3,3,00-0035249,1.0,0.42279885273836887
JAX,2019,13,WR,WR1,1,00-0034777,1.0,0.8061630148780948
JAX,2019,13,WR,WR2,2,00-0032128,1.0,0.7930845236205183
JAX,2019,13,WR,WR3,3,00-0033839,1.0,0.7363011809140552
JAX,2019,13,WR,WR4,4,00-0031431,1.0,0.2707118027384896
JAX,2019,13,WR,WR5,5,00-0033681,2.0,0.26659003570066453
JAX,2019,13,WR,WR6,6,00-0033367,2.0,0.11553030303030304
JAX,2019,14,QB,QB1,1,00-0029567,1.0,0.6466784989858012
JAX,2019,14,QB,QB2,2,00-0035289,2.0,0.9413286004056796
JAX,2019,14,RB,RB1,1,00-0033856,1.0,0.8851293345550477
JAX,2019,14,RB,RB2,2,00-0035268,2.0,0.121058925392271
JAX,2019,14,RB,RB3,3,00-0032417,2.0,0.10772642789541499
JAX,2019,14,RB,RB4,4,00-0031075,2.0,
JAX,2019,14,TE,TE1,1,00-0031951,1.0,0.6246437236437298
JAX,2019,14,TE,TE2,2,00-0032141,1.0,0.49250781297377927
JAX,2019,14,TE,TE3,3,00-0035249,1.0,0.42279885273836887
JAX,2019,14,WR,WR1,1,00-0034777,1.0,0.8149631557951164
JAX,2019,14,WR,WR2,2,00-0032128,1.0,0.7882686564560633
JAX,2019,14,WR,WR3,3,00-0033839,1.0,0.7415572232908524
JAX,2019,14,WR,WR4,4,00-0031431,1.0,0.2707118027384896
JAX,2019,14,WR,WR5,5,00-0033681,2.0,0.28604086605894247
JAX,2019,14,WR,WR6,6,00-0033367,2.0,0.11553030303030304
JAX,2019,15,QB,QB1,1,00-0035289,1.0,0.9466623640051632
JAX,2019,15,QB,QB2,2,00-0029567,2.0,0.6466784989858012
JAX,2019,15,RB,RB1,1,00-0033856,1.0,0.8764830221067572
JAX,2019,15,RB,RB2,2,00-0035268,2.0,0.13071472556322158
JAX,2019,15,RB,RB3,3,00-0032417,2.0,0.10772642789541499
JAX,2019,15,RB,RB4,4,00-0031075,2.0,
JAX,2019,15,TE,TE1,1,00-0031951,1.0,0.6246437236437298
JAX,2019,15,TE,TE2,2,00-0032141,1.0,0.49250781297377927
JAX,2019,15,TE,TE3,3,00-0035249,1.0,0.42279885273836887
JAX,2019,15,WR,WR1,1,00-0034777,1.0,0.8198727498714826
JAX,2019,15,WR,WR2,2,00-0032128,1.0,0.7940661723930094
JAX,2019,15,WR,WR3,3,00-0033839,1.0,0.7353163435721702
JAX,2019,15,WR,WR4,4,00-0031431,1.0,0.2707118027384896
JAX,2019,15,WR,WR5,5,00-0033681,2.0,0.30366476214298654
JAX,2019,15,WR,WR6,6,00-0033367,2.0,0.11553030303030304
JAX,2019,16,QB,QB1,1,00-0035289,1.0,0.951107167004733
JAX,2019,16,QB,QB2,2,00-0029567,2.0,0.6466784989858012
JAX,2019,16,RB,RB1,1,00-0033856,1.0,0.8827993977206857
JAX,2019,16,RB,RB2,2,00-0035268,2.0,0.12274580837447358
JAX,2019,16,RB,RB3,3,00-0032417,2.0,0.10772642789541499
JAX,2019,16,RB,RB4,4,00-0031075,2.0,
JAX,2019,16,TE,TE1,1,00-0031951,1.0,0.6246437236437298
JAX,2019,16,TE,TE2,2,00-0032141,1.0,0.49250781297377927
JAX,2019,16,TE,TE3,3,00-0035249,1.0,0.42279885273836887
JAX,2019,16,WR,WR1,1,00-0034777,1.0,0.8198727498714826
JAX,2019,16,WR,WR2,2,00-0032128,1.0,0.800003801683233
JAX,2019,16,WR,WR3,3,00-0033839,1.0,0.7502785141745808
JAX,2019,16,WR,WR4,4,00-0031431,1.0,0.2707118027384896
JAX,2019,16,WR,WR5,5,00-0033681,2.0,0.33585913376936466
JAX,2019,16,WR,WR6,6,00-0033367,2.0,0.14134768740031897
JAX,2019,17,QB,QB1,1,00-0035289,1.0,0.954868154158215
JAX,2019,17,QB,QB2,2,00-0029567,2.0,0.6466784989858012
JAX,2019,17,RB,RB1,1,00-0033856,1.0,0.8863116959371561
JAX,2019,17,RB,RB2,2,00-0035268,2.0,0.11826660227122622
JAX,2019,17,RB,RB3,3,00-0032417,2.0,0.10772642789541499
JAX,2019,17,RB,RB4,4,00-0031075,2.0,
JAX,2019,17,TE,TE1,1,00-0031951,1.0,0.6246437236437298
JAX,2019,17,TE,TE2,2,00-0032141,1.0,0.49250781297377927
JAX,2019,17,TE,TE3,3,00-0035249,1.0,0.42279885273836887
JAX,2019,17,WR,WR1,1,00-0034777,1.0,0.8235223921617685
JAX,2019,17,WR,WR2,2,00-0032128,1.0,0.7982831181301574
JAX,2019,17,WR,WR3,3,00-0033839,1.0,0.7462263622404518
JAX,2019,17,WR,WR4,4,00-0031431,1.0,0.2707118027384896
JAX,2019,17,WR,WR5,5,00-0035374,1.0,0.051470588235294115
JAX,2019,17,WR,WR6,6,00-0033681,2.0,0.34035024528151453
JAX,2020,1,QB,QB1,1,00-0035289,1.0,
JAX,2020,1,QB,QB2,2,00-0036312,2.0,
JAX,2020,1,RB,RB1,1,00-0033854,1.0,
JAX,2020,1,RB,RB2,2,00-0035831,1.0,
JAX,2020,1,RB,RB3,3,00-0030404,2.0,
JAX,2020,1,RB,RB4,4,00-0035268,2.0,
JAX,2020,1,TE,TE1,1,00-0031951,1.0,
JAX,2020,1,TE,TE2,2,00-0035249,1.0,
JAX,2020,1,TE,TE3,3,00-0030549,2.0,
JAX,2020,1,WR,WR1,1,00-0032128,1.0,
JAX,2020,1,WR,WR2,2,00-0033681,1.0,
JAX,2020,1,WR,WR3,3,00-0033839,1.0,
JAX,2020,1,WR,WR4,4,00-0034339,1.0,
JAX,2020,1,WR,WR5,5,00-0034777,1.0,
JAX,2020,1,WR,WR6,6,00-0035374,1.0,
JAX,2020,2,QB,QB1,1,00-0035289,1.0,1.0
JAX,2020,2,QB,QB2,2,00-0036312,2.0,
JAX,2020,2,RB,RB1,1,00-0035831,1.0,0.68
JAX,2020,2,RB,RB2,2,00-0033854,1.0,
JAX,2020,2,RB,RB3,3,00-0030404,2.0,0.24
JAX,2020,2,RB,RB4,4,00-0035268,2.0,
JAX,2020,2,TE,TE1,1,00-0031951,1.0,0.4
JAX,2020,2,TE,TE2,2,00-0035249,1.0,
JAX,2020,2,TE,TE3,3,00-0030549,2.0,0.56
JAX,2020,2,WR,WR1,1,00-0034777,1.0,0.84
JAX,2020,2,WR,WR2,2,00-0033681,1.0,0.66
JAX,2020,2,WR,WR3,3,00-0032128,1.0,0.32
JAX,2020,2,WR,WR4,4,00-0033839,1.0,
JAX,2020,2,WR,WR5,5,00-0034339,1.0,
JAX,2020,2,WR,WR6,6,00-0036268,2.0,0.62
JAX,2020,3,QB,QB1,1,00-0035289,1.0,0.993421052631579
JAX,2020,3,QB,QB2,2,00-0036312,2.0,
JAX,2020,3,RB,RB1,1,00-0035831,1.0,0.5900000000000001
JAX,2020,3,RB,RB2,2,00-0030404,2.0,0.32394736842105265
JAX,2020,3,RB,RB3,3,00-0035268,2.0,
JAX,2020,3,RB,RB4,4,00-0035567,2.0,
JAX,2020,3,TE,TE1,1,00-0031951,1.0,0.43026315789473685
JAX,2020,3,TE,TE2,2,00-0035249,1.0,
JAX,2020,3,TE,TE3,3,00-0030549,2.0,0.5760526315789474
JAX,2020,3,WR,WR1,1,00-0034777,1.0,0.8081578947368421
JAX,2020,3,WR,WR2,2,00-0033681,1.0,0.6655263157894737
JAX,2020,3,WR,WR3,3,00-0032128,1.0,0.3836842105263158
JAX,2020,3,WR,WR4,4,00-0033839,1.0,
JAX,2020,3,WR,WR5,5,00-0034339,1.0,
JAX,2020,3,WR,WR6,6,00-0036268,2.0,0.5928947368421053
JAX,2020,4,QB,QB1,1,00-0035289,1.0,0.9956140350877193
JAX,2020,4,QB,QB2,2,00-0036312,2.0,
JAX,2020,4,RB,RB1,1,00-0035831,1.0,0.5448484848484848
JAX,2020,4,RB,RB2,2,00-0030404,2.0,0.36748006379585324
JAX,2020,4,RB,RB3,3,00-0035268,2.0,
JAX,2020,4,RB,RB4,4,00-0035567,2.0,
JAX,2020,4,TE,TE1,1,00-0031951,1.0,0.42320574162679425
JAX,2020,4,TE,TE2,2,00-0035249,1.0,
JAX,2020,4,TE,TE3,3,00-0030549,2.0,0.5860552897395003
JAX,2020,4,WR,WR1,1,00-0034777,1.0,0.8081578947368421
JAX,2020,4,WR,WR2,2,00-0033681,1.0,0.6962094630515683
JAX,2020,4,WR,WR3,3,00-0032128,1.0,0.5234662413609782
JAX,2020,4,WR,WR4,4,00-0034339,1.0,
JAX,2020,4,WR,WR5,5,00-0036268,2.0,0.6225358851674642
JAX,2020,4,WR,WR6,6,00-0033839,2.0,0.24242424242424243
JAX,2020,5,QB,QB1,1,00-0035289,1.0,0.9967105263157895
JAX,2020,5,QB,QB2,2,00-0036312,2.0,
JAX,2020,5,RB,RB1,1,00-0035831,1.0,0.599812834224599
JAX,2020,5,RB,RB2,2,00-0030404,2.0,0.33443357725865464
JAX,2020,5,RB,RB3,3,00-0035268,2.0,
JAX,2020,5,RB,RB4,4,00-0035567,2.0,
JAX,2020,5,TE,TE1,1,00-0031951,1.0,0.44608077680833097
JAX,2020,5,TE,TE2,2,00-0035249,1.0,
JAX,2020,5,TE,TE3,3,00-0030549,2.0,0.6086591143634488
JAX,2020,5,WR,WR1,1,00-0034777,1.0,0.8230856553147574
JAX,2020,5,WR,WR2,2,00-0033681,1.0,0.7059806267004409
JAX,2020,5,WR,WR3,3,00-0032128,1.0,0.46980556337367485
JAX,2020,5,WR,WR4,4,00-0034339,1.0,
JAX,2020,5,WR,WR5,5,00-0036268,2.0,0.6029313256403039
JAX,2020,5,WR,WR6,6,00-0033839,2.0,0.24242424242424243
JAX,2020,6,QB,QB1,1,00-0035289,1.0,0.9973684210526315
JAX,2020,6,QB,QB2,2,00-0030520,2.0,
JAX,2020,6,RB,RB1,1,00-0035831,1.0,0.5945169340463459
JAX,2020,6,RB,RB2,2,00-0030404,2.0,0.34754686180692373
JAX,2020,6,RB,RB3,3,00-0035268,2.0,
JAX,2020,6,RB,RB4,4,00-0035567,2.0,
JAX,2020,6,TE,TE1,1,00-0031951,1.0,0.44486462144666483
JAX,2020,6,TE,TE2,2,00-0035249,1.0,
JAX,2020,6,TE,TE3,3,00-0030549,2.0,0.6095939581574257
JAX,2020,6,WR,WR1,1,00-0034777,1.0,0.7839809081527347
JAX,2020,6,WR,WR2,2,00-0032128,1.0,0.43984445069893985
JAX,2020,6,WR,WR3,3,00-0034339,1.0,
JAX,2020,6,WR,WR4,4,00-0033681,2.0,0.7247845013603528
JAX,2020,6,WR,WR5,5,00-0036268,2.0,0.6210117271789098
JAX,2020,6,WR,WR6,6,00-0033839,2.0,0.24242424242424243
JAX,2020,7,QB,QB1,1,00-0035289,1.0,0.9978070175438596
JAX,2020,7,QB,QB2,2,00-0030520,2.0,
JAX,2020,7,RB,RB1,1,00-0035831,1.0,0.6100141117052882
JAX,2020,7,RB,RB2,2,00-0030404,2.0,0.3417057181724364
JAX,2020,7,RB,RB3,3,00-0035268,2.0,
JAX,2020,7,RB,RB4,4,00-0035567,2.0,
JAX,2020,7,TE,TE1,1,00-0031951,1.0,0.4957205178722206
JAX,2020,7,TE,TE2,2,00-0035249,1.0,
JAX,2020,7,TE,TE3,3,00-0030549,2.0,0.5210157984645214
JAX,2020,7,WR,WR1,1,00-0034777,1.0,0.8053097265221878
JAX,2020,7,WR,WR2,2,00-0032128,1.0,0.40559954224911654
JAX,2020,7,WR,WR3,3,00-0034339,1.0,
JAX,2020,7,WR,WR4,4,00-0033681,2.0,0.7289870844669606
JAX,2020,7,WR,WR5,5,00-0036268,2.0,0.6399056059824249
JAX,2020,7,WR,WR6,6,00-0033839,2.0,0.24242424242424243
JAX,2020,9,QB,QB1,1,00-0035289,1.0,0.9981203007518796
JAX,2020,9,QB,QB2,2,00-0036312,1.0,
JAX,2020,9,RB,RB1,1,00-0035831,1.0,0.6521209392848049
JAX,2020,9,RB,RB2,2,00-0035184,1.0,
JAX,2020,9,RB,RB3,3,00-0030404,2.0,0.3417057181724364
JAX,2020,9,RB,RB4,4,00-0035268,2.0,
JAX,2020,9,TE,TE1,1,00-0031951,1.0,0.5246765436637174
JAX,2020,9,TE,TE2,2,00-0035823,1.0,0.26175717070453913
JAX,2020,9,TE,TE3,3,00-0035249,1.0,
JAX,2020,9,WR,WR1,1,00-0034777,1.0,0.8165940842711353
JAX,2020,9,WR,WR2,2,00-0033681,1.0,0.7336896098152179
JAX,2020,9,WR,WR3,3,00-0036268,1.0,0.6550664831323278
JAX,2020,9,WR,WR4,4,00-0034339,1.0,
JAX,2020,9,WR,WR5,5,00-0032128,2.0,0.38393792963756473
JAX,2020,9,WR,WR6,6,00-0033839,2.0,0.24242424242424243
JAX,2020,10,QB,QB1,1,00-0036312,1.0,1.0
JAX,2020,10,QB,QB2,2,00-0035289,1.0,0.9981203007518796
JAX,2020,10,RB,RB1,1,00-0035831,1.0,0.6611855320191318
JAX,2020,10,RB,RB2,2,00-0035184,1.0,
JAX,2020,10,RB,RB3,3,00-0030404,2.0,0.33222808969645695
JAX,2020,10,RB,RB4,4,00-0035268,2.0,
JAX,2020,10,TE,TE1,1,00-0031951,1.0,0.518874584401405
JAX,2020,10,TE,TE2,2,00-0035823,1.0,0.290520776579129
JAX,2020,10,TE,TE3,3,00-0035249,1.0,
JAX,2020,10,WR,WR1,1,00-0034777,1.0,0.8220909956278469
JAX,2020,10,WR,WR2,2,00-0033681,1.0,0.7271233361245476
JAX,2020,10,WR,WR3,3,00-0036268,1.0,0.5912991147697724
JAX,2020,10,WR,WR4,4,00-0034339,1.0,
JAX,2020,10,WR,WR5,5,00-0032128,2.0,0.42471380437489814
JAX,2020,10,WR,WR6,6,00-0033839,2.0,0.24242424242424243
JAX,2020,11,QB,QB1,1,00-0035289,1.0,0.9981203007518796
JAX,2020,11,QB,QB2,2,00-0036312,2.0,1.0
JAX,2020,11,RB,RB1,1,00-0035831,1.0,0.6797343617947837
JAX,2020,11,RB,RB2,2,00-0030404,2.0,0.2926527034843998
JAX,2020,11,RB,RB3,3,00-0035268,2.0,
JAX,2020,11,RB,RB4,4,00-0035567,2.0,
JAX,2020,11,TE,TE1,1,00-0031951,1.0,0.5046246305790266
JAX,2020,11,TE,TE2,2,00-0035249,1.0,
JAX,2020,11,TE,TE3,3,00-0030549,2.0,0.537727428558536
JAX,2020,11,WR,WR1,1,00-0034777,1.0,0.828704621174366
JAX,2020,11,WR,WR2,2,00-0033681,1.0,0.736609632110709
JAX,2020,11,WR,WR3,3,00-0036268,1.0,0.5912991147697724
JAX,2020,11,WR,WR4,4,00-0034339,1.0,
JAX,2020,11,WR,WR5,5,00-0032128,2.0,0.4730094927776872
JAX,2020,11,WR,WR6,6,00-0033839,2.0,0.24242424242424243
JAX,2020,12,QB,QB1,1,00-0036312,1.0,1.0
JAX,2020,12,QB,QB2,2,00-0035289,1.0,0.9981203007518796
JAX,2020,12,RB,RB1,1,00-0035831,1.0,0.6824505807877193
JAX,2020,12,RB,RB2,2,00-0030404,2.0,0.2926527034843998
JAX,2020,12,RB,RB3,3,00-0033854,2.0,0.1189723725799438
JAX,2020,12,RB,RB4,4,00-0035268,2.0,
JAX,2020,12,TE,TE1,1,00-0031951,1.0,0.5046246305790266
JAX,2020,12,TE,TE2,2,00-0035249,1.0,
JAX,2020,12,TE,TE3,3,00-0030549,2.0,0.5239569479907292
JAX,2020,12,WR,WR1,1,00-0034777,1.0,0.8324117705457966
JAX,2020,12,WR,WR2,2,00-0033681,1.0,0.7439831516582588
JAX,2020,12,WR,WR3,3,00-0032128,1.0,0.4895016469481944
JAX,2020,12,WR,WR4,4,00-0034339,1.0,
JAX,2020,12,WR,WR5,5,00-0036268,2.0,0.5912991147697724
JAX,2020,12,WR,WR6,6,00-0033839,2.0,0.24242424242424243
JAX,2020,13,QB,QB1,1,00-0036312,1.0,1.0
JAX,2020,13,QB,QB2,2,00-0035289,1.0,0.9981203007518796
JAX,2020,13,RB,RB1,1,00-0035831,1.0,0.7085215070098146
JAX,2020,13,RB,RB2,2,00-0030404,2.0,0.2926527034843998
JAX,2020,13,RB,RB3,3,00-0033854,2.0,0.1189723725799438
JAX,2020,13,RB,RB4,4,00-0035268,2.0,
JAX,2020,13,TE,TE1,1,00-0031951,1.0,0.4910852444442009
JAX,2020,13,TE,TE2,2,00-0035249,1.0,
JAX,2020,13,TE,TE3,3,00-0030549,2.0,0.5315612531916564
