team,season,week,opponent,home_away,points_scored,points_allowed
ATL,2024,4,NO,home,26,24
CIN,2024,4,CAR,away,34,24
CAR,2024,4,CIN,home,24,34
LAR,2024,4,CHI,away,18,24
CHI,2024,4,LAR,home,24,18
PIT,2024,4,IND,away,24,27
IND,2024,4,PIT,home,27,24
MIN,2024,4,GB,away,31,29
GB,2024,4,MIN,home,29,31
JAX,2024,4,HOU,away,20,24
HOU,2024,4,JAX,home,24,20
DEN,2024,4,NYJ,away,10,9
NYJ,2024,4,DEN,home,9,10
PHI,2024,4,TB,away,16,33
TB,2024,4,PHI,home,33,16
WAS,2024,4,ARI,away,42,14
ARI,2024,4,WAS,home,14,42
NE,2024,4,SF,away,13,30
SF,2024,4,NE,home,30,13
CLE,2024,4,LV,away,16,20
LV,2024,4,CLE,home,20,16
KC,2024,4,LAC,away,17,10
LAC,2024,4,KC,home,10,17
BUF,2024,4,BAL,away,10,35
BAL,2024,4,BUF,home,35,10
TEN,2024,4,MIA,away,31,12
MIA,2024,4,TEN,home,12,31
SEA,2024,4,DET,away,29,42
DET,2024,4,SEA,home,42,29
TB,2024,5,ATL,away,30,36
ATL,2024,5,TB,home,36,30
NYJ,2024,5,MIN,away,17,23
MIN,2024,5,NYJ,home,23,17
CAR,2024,5,CHI,away,10,36
CHI,2024,5,CAR,home,36,10
BAL,2024,5,CIN,away,41,38
CIN,2024,5,BAL,home,38,41
BUF,2024,5,HOU,away,20,23
HOU,2024,5,BUF,home,23,20
IND,2024,5,JAX,away,34,37
JAX,2024,5,IND,home,37,34
MIA,2024,5,NE,away,15,10
NE,2024,5,MIA,home,10,15
CLE,2024,5,WAS,away,13,34
WAS,2024,5,CLE,home,34,13
LV,2024,5,DEN,away,18,34
DEN,2024,5,LV,home,34,18
ARI,2024,5,SF,away,24,23
SF,2024,5,ARI,home,23,24
GB,2024,5,LAR,away,24,19
LAR,2024,5,GB,home,19,24
NYG,2024,5,SEA,away,29,20
SEA,2024,5,NYG,home,20,29
DAL,2024,5,PIT,away,20,17
PIT,2024,5,DAL,home,17,20
NO,2024,5,KC,away,13,26
KC,2024,5,NO,home,26,13
SF,2024,6,SEA,away,36,24
SEA,2024,6,SF,home,24,36
JAX,2024,6,CHI,away,16,35
CHI,2024,6,JAX,home,35,16
ARI,2024,6,GB,away,13,34
GB,2024,6,ARI,home,34,13
TB,2024,6,NO,away,51,27
NO,2024,6,TB,home,27,51
HOU,2024,6,NE,away,41,21
NE,2024,6,HOU,home,21,41
IND,2024,6,TEN,away,20,17
TEN,2024,6,IND,home,17,20
CLE,2024,6,PHI,away,16,20
PHI,2024,6,CLE,home,20,16
WAS,2024,6,BAL,away,23,30
BAL,2024,6,WAS,home,30,23
LAC,2024,6,DEN,away,23,16
DEN,2024,6,LAC,home,16,23
PIT,2024,6,LV,away,32,13
LV,2024,6,PIT,home,13,32
ATL,2024,6,CAR,away,38,20
CAR,2024,6,ATL,home,20,38
DET,2024,6,DAL,away,47,9
DAL,2024,6,DET,home,9,47
CIN,2024,6,NYG,away,17,7
NYG,2024,6,CIN,home,7,17
BUF,2024,6,NYJ,away,23,20
NYJ,2024,6,BUF,home,20,23
DEN,2024,7,NO,away,33,10
NO,2024,7,DEN,home,10,33
NE,2024,7,JAX,away,16,32
JAX,2024,7,NE,home,32,16
SEA,2024,7,ATL,away,34,14
ATL,2024,7,SEA,home,14,34
TEN,2024,7,BUF,away,10,34
BUF,2024,7,TEN,home,34,10
CIN,2024,7,CLE,away,21,14
CLE,2024,7,CIN,home,14,21
MIA,2024,7,IND,away,10,16
IND,2024,7,MIA,home,16,10
HOU,2024,7,GB,away,22,24
GB,2024,7,HOU,home,24,22
DET,2024,7,MIN,away,31,29
MIN,2024,7,DET,home,29,31
PHI,2024,7,NYG,away,28,3
NYG,2024,7,PHI,home,3,28
LV,2024,7,LAR,away,15,20
LAR,2024,7,LV,home,20,15
CAR,2024,7,WAS,away,7,40
WAS,2024,7,CAR,home,40,7
KC,2024,7,SF,away,28,18
SF,2024,7,KC,home,18,28
NYJ,2024,7,PIT,away,15,37
PIT,2024,7,NYJ,home,37,15
BAL,2024,7,TB,away,41,31
TB,2024,7,BAL,home,31,41
LAC,2024,7,ARI,away,15,17
ARI,2024,7,LAC,home,17,15
MIN,2024,8,LAR,away,20,30
LAR,2024,8,MIN,home,30,20
PHI,2024,8,CIN,away,37,17
CIN,2024,8,PHI,home,17,37
BAL,2024,8,CLE,away,24,29
CLE,2024,8,BAL,home,29,24
TEN,2024,8,DET,away,14,52
DET,2024,8,TEN,home,52,14
IND,2024,8,HOU,away,20,23
HOU,2024,8,IND,home,23,20
GB,2024,8,JAX,away,30,27
JAX,2024,8,GB,home,27,30
ARI,2024,8,MIA,away,28,27
MIA,2024,8,ARI,home,27,28
NYJ,2024,8,NE,away,22,25
NE,2024,8,NYJ,home,25,22
ATL,2024,8,TB,away,31,26
TB,2024,8,ATL,home,26,31
NO,2024,8,LAC,away,8,26
LAC,2024,8,NO,home,26,8
BUF,2024,8,SEA,away,31,10
SEA,2024,8,BUF,home,10,31
CAR,2024,8,DEN,away,14,28
DEN,2024,8,CAR,home,28,14
KC,2024,8,LV,away,27,20
LV,2024,8,KC,home,20,27
CHI,2024,8,WAS,away,15,18
WAS,2024,8,CHI,home,18,15
DAL,2024,8,SF,away,24,30
SF,2024,8,DAL,home,30,24
NYG,2024,8,PIT,away,18,26
PIT,2024,8,NYG,home,26,18
HOU,2024,9,NYJ,away,13,21
NYJ,2024,9,HOU,home,21,13
DAL,2024,9,ATL,away,21,27
ATL,2024,9,DAL,home,27,21
MIA,2024,9,BUF,away,27,30
BUF,2024,9,MIA,home,30,27
NO,2024,9,CAR,away,22,23
CAR,2024,9,NO,home,23,22
LV,2024,9,CIN,away,24,41
CIN,2024,9,LV,home,41,24
LAC,2024,9,CLE,away,27,10
CLE,2024,9,LAC,home,10,27
WAS,2024,9,NYG,away,27,22
NYG,2024,9,WAS,home,22,27
NE,2024,9,TEN,away,17,20
TEN,2024,9,NE,home,20,17
DEN,2024,9,BAL,away,10,41
BAL,2024,9,DEN,home,41,10
CHI,2024,9,ARI,away,9,29
ARI,2024,9,CHI,home,29,9
JAX,2024,9,PHI,away,23,28
PHI,2024,9,JAX,home,28,23
DET,2024,9,GB,away,24,14
GB,2024,9,DET,home,14,24
LAR,2024,9,SEA,away,26,20
SEA,2024,9,LAR,home,20,26
IND,2024,9,MIN,away,13,21
MIN,2024,9,IND,home,21,13
TB,2024,9,KC,away,24,30
KC,2024,9,TB,home,30,24
CIN,2024,10,BAL,away,34,35
BAL,2024,10,CIN,home,35,34
NYG,2024,10,CAR,away,17,20
CAR,2024,10,NYG,home,20,17
NE,2024,10,CHI,away,19,3
CHI,2024,10,NE,home,3,19
BUF,2024,10,IND,away,30,20
IND,2024,10,BUF,home,20,30
MIN,2024,10,JAX,away,12,7
JAX,2024,10,MIN,home,7,12
DEN,2024,10,KC,away,14,16
KC,2024,10,DEN,home,16,14
ATL,2024,10,NO,away,17,20
NO,2024,10,ATL,home,20,17
SF,2024,10,TB,away,23,20
TB,2024,10,SF,home,20,23
PIT,2024,10,WAS,away,28,27
WAS,2024,10,PIT,home,27,28
TEN,2024,10,LAC,away,17,27
LAC,2024,10,TEN,home,27,17
NYJ,2024,10,ARI,away,6,31
ARI,2024,10,NYJ,home,31,6
PHI,2024,10,DAL,away,34,6
DAL,2024,10,PHI,home,6,34
DET,2024,10,HOU,away,26,23
HOU,2024,10,DET,home,23,26
MIA,2024,10,LAR,away,23,15
LAR,2024,10,MIA,home,15,23
WAS,2024,11,PHI,away,18,26
PHI,2024,11,WAS,home,26,18
GB,2024,11,CHI,away,20,19
CHI,2024,11,GB,home,19,20
JAX,2024,11,DET,away,6,52
DET,2024,11,JAX,home,52,6
LV,2024,11,MIA,away,19,34
MIA,2024,11,LV,home,34,19
CLE,2024,11,NO,away,14,35
NO,2024,11,CLE,home,35,14
LAR,2024,11,NE,away,28,22
NE,2024,11,LAR,home,22,28
IND,2024,11,NYJ,away,28,27
NYJ,2024,11,IND,home,27,28
MIN,2024,11,TEN,away,23,13
TEN,2024,11,MIN,home,13,23
BAL,2024,11,PIT,away,16,18
PIT,2024,11,BAL,home,18,16
ATL,2024,11,DEN,away,6,38
DEN,2024,11,ATL,home,38,6
SEA,2024,11,SF,away,20,17
SF,2024,11,SEA,home,17,20
KC,2024,11,BUF,away,21,30
BUF,2024,11,KC,home,30,21
CIN,2024,11,LAC,away,27,34
LAC,2024,11,CIN,home,34,27
HOU,2024,11,DAL,away,34,10
DAL,2024,11,HOU,home,10,34
PIT,2024,12,CLE,away,19,24
CLE,2024,12,PIT,home,24,19
KC,2024,12,CAR,away,30,27
CAR,2024,12,KC,home,27,30
MIN,2024,12,CHI,away,30,27
CHI,2024,12,MIN,home,27,30
DET,2024,12,IND,away,24,6
IND,2024,12,DET,home,6,24
TEN,2024,12,HOU,away,32,27
HOU,2024,12,TEN,home,27,32
NE,2024,12,MIA,away,15,34
MIA,2024,12,NE,home,34,15
TB,2024,12,NYG,away,30,7
NYG,2024,12,TB,home,7,30
DAL,2024,12,WAS,away,34,26
WAS,2024,12,DAL,home,26,34
DEN,2024,12,LV,away,29,19
LV,2024,12,DEN,home,19,29
SF,2024,12,GB,away,10,38
GB,2024,12,SF,home,38,10
ARI,2024,12,SEA,away,6,16
SEA,2024,12,ARI,home,16,6
PHI,2024,12,LAR,away,37,20
LAR,2024,12,PHI,home,20,37
BAL,2024,12,LAC,away,30,23
LAC,2024,12,BAL,home,23,30
CHI,2024,13,DET,away,20,23
DET,2024,13,CHI,home,23,20
NYG,2024,13,DAL,away,20,27
DAL,2024,13,NYG,home,27,20
MIA,2024,13,GB,away,17,30
GB,2024,13,MIA,home,30,17
LV,2024,13,KC,away,17,19
KC,2024,13,LV,home,19,17
LAC,2024,13,ATL,away,17,13
ATL,2024,13,LAC,home,13,17
PIT,2024,13,CIN,away,44,38
CIN,2024,13,PIT,home,38,44
HOU,2024,13,JAX,away,23,20
JAX,2024,13,HOU,home,20,23
ARI,2024,13,MIN,away,22,23
MIN,2024,13,ARI,home,23,22
IND,2024,13,NE,away,25,24
NE,2024,13,IND,home,24,25
SEA,2024,13,NYJ,away,26,21
NYJ,2024,13,SEA,home,21,26
TEN,2024,13,WAS,away,19,42
WAS,2024,13,TEN,home,42,19
TB,2024,13,CAR,away,26,23
CAR,2024,13,TB,home,23,26
LAR,2024,13,NO,away,21,14
NO,2024,13,LAR,home,14,21
PHI,2024,13,BAL,away,24,19
BAL,2024,13,PHI,home,19,24
SF,2024,13,BUF,away,10,35
BUF,2024,13,SF,home,35,10
CLE,2024,13,DEN,away,32,41
DEN,2024,13,CLE,home,41,32
GB,2024,14,DET,away,31,34
DET,2024,14,GB,home,34,31
NYJ,2024,14,MIA,away,26,32
MIA,2024,14,NYJ,home,32,26
ATL,2024,14,MIN,away,21,42
MIN,2024,14,ATL,home,42,21
NO,2024,14,NYG,away,14,11
NYG,2024,14,NO,home,11,14
JAX,2024,14,TEN,away,10,6
TEN,2024,14,JAX,home,6,10
CAR,2024,14,PHI,away,16,22
PHI,2024,14,CAR,home,22,16
CLE,2024,14,PIT,away,14,27
PIT,2024,14,CLE,home,27,14
LV,2024,14,TB,away,13,28
TB,2024,14,LV,home,28,13
SEA,2024,14,ARI,away,30,18
ARI,2024,14,SEA,home,18,30
BUF,2024,14,LAR,away,42,44
LAR,2024,14,BUF,home,44,42
CHI,2024,14,SF,away,13,38
SF,2024,14,CHI,home,38,13
LAC,2024,14,KC,away,17,19
KC,2024,14,LAC,home,19,17
CIN,2024,14,DAL,away,27,20
DAL,2024,14,CIN,home,20,27
LAR,2024,15,SF,away,12,6
SF,2024,15,LAR,home,6,12
DAL,2024,15,CAR,away,30,14
CAR,2024,15,DAL,home,14,30
KC,2024,15,CLE,away,21,7
CLE,2024,15,KC,home,7,21
MIA,2024,15,HOU,away,12,20
HOU,2024,15,MIA,home,20,12
NYJ,2024,15,JAX,away,32,25
JAX,2024,15,NYJ,home,25,32
WAS,2024,15,NO,away,20,19
NO,2024,15,WAS,home,19,20
BAL,2024,15,NYG,away,35,14
NYG,2024,15,BAL,home,14,35
CIN,2024,15,TEN,away,37,27
TEN,2024,15,CIN,home,27,37
NE,2024,15,ARI,away,17,30
ARI,2024,15,NE,home,30,17
IND,2024,15,DEN,away,13,31
DEN,2024,15,IND,home,31,13
BUF,2024,15,DET,away,48,42
DET,2024,15,BUF,home,42,48
PIT,2024,15,PHI,away,13,27
PHI,2024,15,PIT,home,27,13
TB,2024,15,LAC,away,40,17
LAC,2024,15,TB,home,17,40
GB,2024,15,SEA,away,30,13
SEA,2024,15,GB,home,13,30
CHI,2024,15,MIN,away,12,30
MIN,2024,15,CHI,home,30,12
ATL,2024,15,LV,away,15,9
LV,2024,15,ATL,home,9,15
DEN,2024,16,LAC,away,27,34
LAC,2024,16,DEN,home,34,27
HOU,2024,16,KC,away,19,27
KC,2024,16,HOU,home,27,19
PIT,2024,16,BAL,away,17,34
BAL,2024,16,PIT,home,34,17
NYG,2024,16,ATL,away,7,34
ATL,2024,16,NYG,home,34,7
ARI,2024,16,CAR,away,30,36
CAR,2024,16,ARI,home,36,30
DET,2024,16,CHI,away,34,17
CHI,2024,16,DET,home,17,34
CLE,2024,16,CIN,away,6,24
CIN,2024,16,CLE,home,24,6
TEN,2024,16,IND,away,30,38
IND,2024,16,TEN,home,38,30
LAR,2024,16,NYJ,away,19,9
NYJ,2024,16,LAR,home,9,19
PHI,2024,16,WAS,away,33,36
WAS,2024,16,PHI,home,36,33
MIN,2024,16,SEA,away,27,24
SEA,2024,16,MIN,home,24,27
NE,2024,16,BUF,away,21,24
BUF,2024,16,NE,home,24,21
SF,2024,16,MIA,away,17,29
MIA,2024,16,SF,home,29,17
JAX,2024,16,LV,away,14,19
LV,2024,16,JAX,home,19,14
TB,2024,16,DAL,away,24,26
DAL,2024,16,TB,home,26,24
NO,2024,16,GB,away,0,34
GB,2024,16,NO,home,34,0
KC,2024,17,PIT,away,29,10
PIT,2024,17,KC,home,10,29
BAL,2024,17,HOU,away,31,2
HOU,2024,17,BAL,home,2,31
SEA,2024,17,CHI,away,6,3
CHI,2024,17,SEA,home,3,6
LAC,2024,17,NE,away,40,7
NE,2024,17,LAC,home,7,40
DEN,2024,17,CIN,away,24,30
CIN,2024,17,DEN,home,30,24
ARI,2024,17,LAR,away,9,13
LAR,2024,17,ARI,home,13,9
NYJ,2024,17,BUF,away,14,40
BUF,2024,17,NYJ,home,40,14
TEN,2024,17,JAX,away,13,20
JAX,2024,17,TEN,home,20,13
LV,2024,17,NO,away,25,10
NO,2024,17,LV,home,10,25
IND,2024,17,NYG,away,33,45
NYG,2024,17,IND,home,45,33
DAL,2024,17,PHI,away,7,41
PHI,2024,17,DAL,home,41,7
CAR,2024,17,TB,away,14,48
TB,2024,17,CAR,home,48,14
MIA,2024,17,CLE,away,20,3
CLE,2024,17,MIA,home,3,20
GB,2024,17,MIN,away,25,27
MIN,2024,17,GB,home,27,25
ATL,2024,17,WAS,away,24,30
WAS,2024,17,ATL,home,30,24
DET,2024,17,SF,away,40,34
SF,2024,17,DET,home,34,40
CLE,2024,18,BAL,away,10,35
BAL,2024,18,CLE,home,35,10
CIN,2024,18,PIT,away,19,17
PIT,2024,18,CIN,home,17,19
CAR,2024,18,ATL,away,44,38
ATL,2024,18,CAR,home,38,44
JAX,2024,18,IND,away,23,26
IND,2024,18,JAX,home,26,23
WAS,2024,18,DAL,away,23,19
DAL,2024,18,WAS,home,19,23
CHI,2024,18,GB,away,24,22
GB,2024,18,CHI,home,22,24
BUF,2024,18,NE,away,16,23
NE,2024,18,BUF,home,23,16
HOU,2024,18,TEN,away,23,14
TEN,2024,18,HOU,home,14,23
NYG,2024,18,PHI,away,13,20
PHI,2024,18,NYG,home,20,13
NO,2024,18,TB,away,19,27
TB,2024,18,NO,home,27,19
SF,2024,18,ARI,away,24,47
ARI,2024,18,SF,home,47,24
KC,2024,18,DEN,away,0,38
DEN,2024,18,KC,home,38,0
MIA,2024,18,NYJ,away,20,32
NYJ,2024,18,MIA,home,32,20
LAC,2024,18,LV,away,34,20
LV,2024,18,LAC,home,20,34
SEA,2024,18,LAR,away,30,25
LAR,2024,18,SEA,home,25,30
MIN,2024,18,DET,away,9,31
DET,2024,18,MIN,home,31,9
