team,season,week,opponent,home_away,points_scored,points_allowed
CIN,2025,9,CHI,home,42,47
MIN,2025,9,DET,away,27,24
DET,2025,9,MIN,home,24,27
CAR,2025,9,GB,away,16,13
GB,2025,9,CAR,home,13,16
DEN,2025,9,HOU,away,18,15
HOU,2025,9,DEN,home,15,18
ATL,2025,9,NE,away,23,24
NE,2025,9,ATL,home,24,23
SF,2025,9,NYG,away,34,24
NYG,2025,9,SF,home,24,34
LAC,2025,9,TEN,away,27,20
TEN,2025,9,LAC,home,20,27
IND,2025,9,PIT,away,20,27
PIT,2025,9,IND,home,27,20
JAX,2025,9,LV,away,30,29
LV,2025,9,JAX,home,29,30
NO,2025,9,LAR,away,10,34
LAR,2025,9,NO,home,34,10
KC,2025,9,BUF,away,21,28
BUF,2025,9,KC,home,28,21
SEA,2025,9,WAS,away,38,14
WAS,2025,9,SEA,home,14,38
ARI,2025,9,DAL,away,27,17
DAL,2025,9,ARI,home,17,27
LV,2025,10,DEN,away,7,10
DEN,2025,10,LV,home,10,7
ATL,2025,10,IND,away,25,31
IND,2025,10,ATL,home,31,25
NO,2025,10,CAR,away,17,7
CAR,2025,10,NO,home,7,17
NYG,2025,10,CHI,away,20,24
CHI,2025,10,NYG,home,24,20
JAX,2025,10,HOU,away,29,36
HOU,2025,10,JAX,home,36,29
BUF,2025,10,MIA,away,13,30
MIA,2025,10,BUF,home,30,13
BAL,2025,10,MIN,away,27,19
MIN,2025,10,BAL,home,19,27
CLE,2025,10,NYJ,away,20,27
NYJ,2025,10,CLE,home,27,20
NE,2025,10,TB,away,28,23
TB,2025,10,NE,home,23,28
ARI,2025,10,SEA,away,22,44
SEA,2025,10,ARI,home,44,22
LAR,2025,10,SF,away,42,26
SF,2025,10,LAR,home,26,42
DET,2025,10,WAS,away,44,22
WAS,2025,10,DET,home,22,44
PIT,2025,10,LAC,away,10,25
LAC,2025,10,PIT,home,25,10
PHI,2025,10,GB,away,10,7
GB,2025,10,PHI,home,7,10
NYJ,2025,11,NE,away,14,27
NE,2025,11,NYJ,home,27,14
WAS,2025,11,MIA,away,13,16
MIA,2025,11,WAS,home,16,13
CAR,2025,11,ATL,away,30,27
ATL,2025,11,CAR,home,27,30
TB,2025,11,BUF,away,32,44
BUF,2025,11,TB,home,44,32
LAC,2025,11,JAX,away,6,35
JAX,2025,11,LAC,home,35,6
CHI,2025,11,MIN,away,19,17
MIN,2025,11,CHI,home,17,19
GB,2025,11,NYG,away,27,20
NYG,2025,11,GB,home,20,27
HOU,2025,11,TEN,away,16,13
TEN,2025,11,HOU,home,13,16
CIN,2025,11,PIT,away,12,34
PIT,2025,11,CIN,home,34,12
SF,2025,11,ARI,away,41,22
ARI,2025,11,SF,home,22,41
SEA,2025,11,LAR,away,19,21
LAR,2025,11,SEA,home,21,19
BAL,2025,11,CLE,away,23,16
CLE,2025,11,BAL,home,16,23
KC,2025,11,DEN,away,19,22
DEN,2025,11,KC,home,22,19
DET,2025,11,PHI,away,9,16
PHI,2025,11,DET,home,16,9
DAL,2025,11,LV,away,33,16
LV,2025,11,DAL,home,16,33
BUF,2025,12,HOU,away,19,23
HOU,2025,12,BUF,home,23,19
PIT,2025,12,CHI,away,28,31
CHI,2025,12,PIT,home,31,28
NE,2025,12,CIN,away,26,20
CIN,2025,12,NE,home,20,26
NYG,2025,12,DET,away,27,34
DET,2025,12,NYG,home,34,27
MIN,2025,12,GB,away,6,23
GB,2025,12,MIN,home,23,6
IND,2025,12,KC,away,20,23
KC,2025,12,IND,home,23,20
SEA,2025,12,TEN,away,30,24
TEN,2025,12,SEA,home,24,30
NYJ,2025,12,BAL,away,10,23
BAL,2025,12,NYJ,home,23,10
JAX,2025,12,ARI,away,27,24
ARI,2025,12,JAX,home,24,27
CLE,2025,12,LV,away,24,10
LV,2025,12,CLE,home,10,24
PHI,2025,12,DAL,away,21,24
DAL,2025,12,PHI,home,24,21
ATL,2025,12,NO,away,24,10
NO,2025,12,ATL,home,10,24
TB,2025,12,LAR,away,7,34
LAR,2025,12,TB,home,34,7
CAR,2025,12,SF,away,9,20
SF,2025,12,CAR,home,20,9
GB,2025,13,DET,away,31,24
DET,2025,13,GB,home,24,31
KC,2025,13,DAL,away,28,31
DAL,2025,13,KC,home,31,28
CIN,2025,13,BAL,away,32,14
BAL,2025,13,CIN,home,14,32
CHI,2025,13,PHI,away,24,15
PHI,2025,13,CHI,home,15,24
LAR,2025,13,CAR,away,28,31
CAR,2025,13,LAR,home,31,28
SF,2025,13,CLE,away,26,8
CLE,2025,13,SF,home,8,26
HOU,2025,13,IND,away,20,16
IND,2025,13,HOU,home,16,20
NO,2025,13,MIA,away,17,21
MIA,2025,13,NO,home,21,17
ATL,2025,13,NYJ,away,24,27
NYJ,2025,13,ATL,home,27,24
JAX,2025,13,TEN,away,25,3
TEN,2025,13,JAX,home,3,25
ARI,2025,13,TB,away,17,20
TB,2025,13,ARI,home,20,17
MIN,2025,13,SEA,away,0,26
SEA,2025,13,MIN,home,26,0
BUF,2025,13,PIT,away,26,7
PIT,2025,13,BUF,home,7,26
LV,2025,13,LAC,away,14,31
LAC,2025,13,LV,home,31,14
DEN,2025,13,WAS,away,27,26
WAS,2025,13,DEN,home,26,27
NYG,2025,13,NE,away,15,33
NE,2025,13,NYG,home,33,15
DAL,2025,14,DET,away,30,44
DET,2025,14,DAL,home,44,30
SEA,2025,14,ATL,away,37,9
ATL,2025,14,SEA,home,9,37
CIN,2025,14,BUF,away,34,39
BUF,2025,14,CIN,home,39,34
TEN,2025,14,CLE,away,31,29
CLE,2025,14,TEN,home,29,31
IND,2025,14,JAX,away,19,36
JAX,2025,14,IND,home,36,19
WAS,2025,14,MIN,away,0,31
MIN,2025,14,WAS,home,31,0
MIA,2025,14,NYJ,away,34,10
NYJ,2025,14,MIA,home,10,34
PIT,2025,14,BAL,away,27,22
BAL,2025,14,PIT,home,22,27
NO,2025,14,TB,away,24,20
TB,2025,14,NO,home,20,24
DEN,2025,14,LV,away,24,17
LV,2025,14,DEN,home,17,24
LAR,2025,14,ARI,away,45,17
ARI,2025,14,LAR,home,17,45
CHI,2025,14,GB,away,21,28
GB,2025,14,CHI,home,28,21
HOU,2025,14,KC,away,20,10
KC,2025,14,HOU,home,10,20
PHI,2025,14,LAC,away,19,22
LAC,2025,14,PHI,home,22,19
ATL,2025,15,TB,away,29,28
TB,2025,15,ATL,home,28,29
CLE,2025,15,CHI,away,3,31
CHI,2025,15,CLE,home,31,3
BAL,2025,15,CIN,away,24,0
CIN,2025,15,BAL,home,0,24
ARI,2025,15,HOU,away,20,40
HOU,2025,15,ARI,home,40,20
NYJ,2025,15,JAX,away,20,48
JAX,2025,15,NYJ,home,48,20
LAC,2025,15,KC,away,16,13
KC,2025,15,LAC,home,13,16
BUF,2025,15,NE,away,35,31
NE,2025,15,BUF,home,31,35
WAS,2025,15,NYG,away,29,21
NYG,2025,15,WAS,home,21,29
LV,2025,15,PHI,away,0,31
PHI,2025,15,LV,home,31,0
GB,2025,15,DEN,away,26,34
DEN,2025,15,GB,home,34,26
CAR,2025,15,NO,away,17,20
NO,2025,15,CAR,home,20,17
DET,2025,15,LAR,away,34,41
LAR,2025,15,DET,home,41,34
IND,2025,15,SEA,away,16,18
SEA,2025,15,IND,home,18,16
TEN,2025,15,SF,away,24,37
SF,2025,15,TEN,home,37,24
MIN,2025,15,DAL,away,34,26
DAL,2025,15,MIN,home,26,34
MIA,2025,15,PIT,away,15,28
PIT,2025,15,MIA,home,28,15
LAR,2025,16,SEA,away,37,38
SEA,2025,16,LAR,home,38,37
PHI,2025,16,WAS,away,29,18
WAS,2025,16,PHI,home,18,29
GB,2025,16,CHI,away,16,22
CHI,2025,16,GB,home,22,16
TB,2025,16,CAR,away,20,23
CAR,2025,16,TB,home,23,20
BUF,2025,16,CLE,away,23,20
CLE,2025,16,BUF,home,20,23
LAC,2025,16,DAL,away,34,17
DAL,2025,16,LAC,home,17,34
CIN,2025,16,MIA,away,45,21
MIA,2025,16,CIN,home,21,45
NYJ,2025,16,NO,away,6,29
NO,2025,16,NYJ,home,29,6
MIN,2025,16,NYG,away,16,13
NYG,2025,16,MIN,home,13,16
KC,2025,16,TEN,away,9,26
TEN,2025,16,KC,home,26,9
ATL,2025,16,ARI,away,26,19
ARI,2025,16,ATL,home,19,26
JAX,2025,16,DEN,away,34,20
DEN,2025,16,JAX,home,20,34
PIT,2025,16,DET,away,29,24
DET,2025,16,PIT,home,24,29
LV,2025,16,HOU,away,21,23
HOU,2025,16,LV,home,23,21
NE,2025,16,BAL,away,28,24
BAL,2025,16,NE,home,24,28
SF,2025,16,IND,away,48,27
IND,2025,16,SF,home,27,48
DAL,2025,17,WAS,away,30,23
WAS,2025,17,DAL,home,23,30
DET,2025,17,MIN,away,10,23
MIN,2025,17,DET,home,23,10
DEN,2025,17,KC,away,20,13
KC,2025,17,DEN,home,13,20
HOU,2025,17,LAC,away,20,16
LAC,2025,17,HOU,home,16,20
BAL,2025,17,GB,away,41,24
GB,2025,17,BAL,home,24,41
SEA,2025,17,CAR,away,27,10
CAR,2025,17,SEA,home,10,27
ARI,2025,17,CIN,away,14,37
CIN,2025,17,ARI,home,37,14
PIT,2025,17,CLE,away,6,13
CLE,2025,17,PIT,home,13,6
JAX,2025,17,IND,away,23,17
IND,2025,17,JAX,home,17,23
TB,2025,17,MIA,away,17,20
MIA,2025,17,TB,home,20,17
NE,2025,17,NYJ,away,42,10
NYJ,2025,17,NE,home,10,42
NO,2025,17,TEN,away,34,26
TEN,2025,17,NO,home,26,34
NYG,2025,17,LV,away,34,10
LV,2025,17,NYG,home,10,34
PHI,2025,17,BUF,away,13,12
BUF,2025,17,PHI,home,12,13
CHI,2025,17,SF,away,38,42
SF,2025,17,CHI,home,42,38
LAR,2025,17,ATL,away,24,27
ATL,2025,17,LAR,home,27,24
CAR,2025,18,TB,away,14,16
TB,2025,18,CAR,home,16,14
SEA,2025,18,SF,away,13,3
SF,2025,18,SEA,home,3,13
NO,2025,18,ATL,away,17,19
ATL,2025,18,NO,home,19,17
CLE,2025,18,CIN,away,20,18
CIN,2025,18,CLE,home,18,20
IND,2025,18,HOU,away,30,38
HOU,2025,18,IND,home,38,30
TEN,2025,18,JAX,away,7,41
JAX,2025,18,TEN,home,41,7
GB,2025,18,MIN,away,3,16
MIN,2025,18,GB,home,16,3
DAL,2025,18,NYG,away,17,34
NYG,2025,18,DAL,home,34,17
NYJ,2025,18,BUF,away,8,35
BUF,2025,18,NYJ,home,35,8
DET,2025,18,CHI,away,19,16
CHI,2025,18,DET,home,16,19
LAC,2025,18,DEN,away,3,19
DEN,2025,18,LAC,home,19,3
MIA,2025,18,NE,away,10,38
NE,2025,18,MIA,home,38,10
WAS,2025,18,PHI,away,24,17
PHI,2025,18,WAS,home,17,24
KC,2025,18,LV,away,12,14
LV,2025,18,KC,home,14,12
ARI,2025,18,LAR,away,20,37
LAR,2025,18,ARI,home,37,20
BAL,2025,18,PIT,away,24,26
PIT,2025,18,BAL,home,26,24
