team,season,week,opponent,home_away,points_scored,points_allowed
SF,2020,7,NE,away,33,6
NE,2020,7,SF,home,6,33
JAX,2020,7,LAC,away,29,39
LAC,2020,7,JAX,home,39,29
SEA,2020,7,ARI,away,34,37
ARI,2020,7,SEA,home,37,34
CHI,2020,7,LAR,away,10,24
LAR,2020,7,CHI,home,24,10
ATL,2020,8,CAR,away,25,17
CAR,2020,8,ATL,home,17,25
NE,2020,8,BUF,away,21,24
BUF,2020,8,NE,home,24,21
TEN,2020,8,CIN,away,20,31
CIN,2020,8,TEN,home,31,20
LV,2020,8,CLE,away,16,6
CLE,2020,8,LV,home,6,16
IND,2020,8,DET,away,41,21
DET,2020,8,IND,home,21,41
MIN,2020,8,GB,away,28,22
GB,2020,8,MIN,home,22,28
NYJ,2020,8,KC,away,9,35
KC,2020,8,NYJ,home,35,9
LAR,2020,8,MIA,away,17,28
MIA,2020,8,LAR,home,28,17
PIT,2020,8,BAL,away,28,24
BAL,2020,8,PIT,home,24,28
LAC,2020,8,DEN,away,30,31
DEN,2020,8,LAC,home,31,30
NO,2020,8,CHI,away,26,23
CHI,2020,8,NO,home,23,26
SF,2020,8,SEA,away,27,37
SEA,2020,8,SF,home,37,27
DAL,2020,8,PHI,away,9,23
PHI,2020,8,DAL,home,23,9
TB,2020,8,NYG,away,25,23
NYG,2020,8,TB,home,23,25
GB,2020,9,SF,away,34,17
SF,2020,9,GB,home,17,34
DEN,2020,9,ATL,away,27,34
ATL,2020,9,DEN,home,34,27
SEA,2020,9,BUF,away,34,44
BUF,2020,9,SEA,home,44,34
BAL,2020,9,IND,away,24,10
IND,2020,9,BAL,home,10,24
HOU,2020,9,JAX,away,27,25
JAX,2020,9,HOU,home,25,27
CAR,2020,9,KC,away,31,33
KC,2020,9,CAR,home,33,31
DET,2020,9,MIN,away,20,34
MIN,2020,9,DET,home,34,20
CHI,2020,9,TEN,away,17,24
TEN,2020,9,CHI,home,24,17
NYG,2020,9,WAS,away,23,20
WAS,2020,9,NYG,home,20,23
LV,2020,9,LAC,away,31,26
LAC,2020,9,LV,home,26,31
MIA,2020,9,ARI,away,34,31
ARI,2020,9,MIA,home,31,34
PIT,2020,9,DAL,away,24,19
DAL,2020,9,PIT,home,19,24
NO,2020,9,TB,away,38,3
TB,2020,9,NO,home,3,38
NE,2020,9,NYJ,away,30,27
NYJ,2020,9,NE,home,27,30
IND,2020,10,TEN,away,34,17
TEN,2020,10,IND,home,17,34
TB,2020,10,CAR,away,46,23
CAR,2020,10,TB,home,23,46
HOU,2020,10,CLE,away,7,10
CLE,2020,10,HOU,home,10,7
WAS,2020,10,DET,away,27,30
DET,2020,10,WAS,home,30,27
JAX,2020,10,GB,away,20,24
GB,2020,10,JAX,home,24,20
PHI,2020,10,NYG,away,17,27
NYG,2020,10,PHI,home,27,17
BUF,2020,10,ARI,away,30,32
ARI,2020,10,BUF,home,32,30
LAC,2020,10,MIA,away,21,29
MIA,2020,10,LAC,home,29,21
DEN,2020,10,LV,away,12,37
LV,2020,10,DEN,home,37,12
SF,2020,10,NO,away,13,27
NO,2020,10,SF,home,27,13
CIN,2020,10,PIT,away,10,36
PIT,2020,10,CIN,home,36,10
SEA,2020,10,LAR,away,16,23
LAR,2020,10,SEA,home,23,16
BAL,2020,10,NE,away,17,23
NE,2020,10,BAL,home,23,17
MIN,2020,10,CHI,away,19,13
CHI,2020,10,MIN,home,13,19
ARI,2020,11,SEA,away,21,28
SEA,2020,11,ARI,home,28,21
DET,2020,11,CAR,away,0,20
CAR,2020,11,DET,home,20,0
PHI,2020,11,CLE,away,17,22
CLE,2020,11,PHI,home,22,17
NE,2020,11,HOU,away,20,27
HOU,2020,11,NE,home,27,20
PIT,2020,11,JAX,away,27,3
JAX,2020,11,PIT,home,3,27
ATL,2020,11,NO,away,9,24
NO,2020,11,ATL,home,24,9
TEN,2020,11,BAL,away,30,24
BAL,2020,11,TEN,home,24,30
CIN,2020,11,WAS,away,9,20
WAS,2020,11,CIN,home,20,9
MIA,2020,11,DEN,away,13,20
DEN,2020,11,MIA,home,20,13
NYJ,2020,11,LAC,away,28,34
LAC,2020,11,NYJ,home,34,28
GB,2020,11,IND,away,31,34
IND,2020,11,GB,home,34,31
DAL,2020,11,MIN,away,31,28
MIN,2020,11,DAL,home,28,31
KC,2020,11,LV,away,35,31
LV,2020,11,KC,home,31,35
LAR,2020,11,TB,away,27,24
TB,2020,11,LAR,home,24,27
HOU,2020,12,DET,away,41,25
DET,2020,12,HOU,home,25,41
WAS,2020,12,DAL,away,41,16
DAL,2020,12,WAS,home,16,41
LV,2020,12,ATL,away,6,43
ATL,2020,12,LV,home,43,6
LAC,2020,12,BUF,away,17,27
BUF,2020,12,LAC,home,27,17
NYG,2020,12,CIN,away,19,17
CIN,2020,12,NYG,home,17,19
TEN,2020,12,IND,away,45,26
IND,2020,12,TEN,home,26,45
CLE,2020,12,JAX,away,27,25
JAX,2020,12,CLE,home,25,27
CAR,2020,12,MIN,away,27,28
MIN,2020,12,CAR,home,28,27
ARI,2020,12,NE,away,17,20
NE,2020,12,ARI,home,20,17
MIA,2020,12,NYJ,away,20,3
NYJ,2020,12,MIA,home,3,20
NO,2020,12,DEN,away,31,3
DEN,2020,12,NO,home,3,31
SF,2020,12,LAR,away,23,20
LAR,2020,12,SF,home,20,23
KC,2020,12,TB,away,27,24
TB,2020,12,KC,home,24,27
CHI,2020,12,GB,away,25,41
GB,2020,12,CHI,home,41,25
SEA,2020,12,PHI,away,23,17
PHI,2020,12,SEA,home,17,23
BAL,2020,12,PIT,away,14,19
PIT,2020,12,BAL,home,19,14
NO,2020,13,ATL,away,21,16
ATL,2020,13,NO,home,16,21
DET,2020,13,CHI,away,34,30
CHI,2020,13,DET,home,30,34
IND,2020,13,HOU,away,26,20
HOU,2020,13,IND,home,20,26
CIN,2020,13,MIA,away,7,19
MIA,2020,13,CIN,home,19,7
JAX,2020,13,MIN,away,24,27
MIN,2020,13,JAX,home,27,24
LV,2020,13,NYJ,away,31,28
NYJ,2020,13,LV,home,28,31
CLE,2020,13,TEN,away,41,35
TEN,2020,13,CLE,home,35,41
LAR,2020,13,ARI,away,38,28
ARI,2020,13,LAR,home,28,38
NYG,2020,13,SEA,away,17,12
SEA,2020,13,NYG,home,12,17
PHI,2020,13,GB,away,16,30
GB,2020,13,PHI,home,30,16
NE,2020,13,LAC,away,45,0
LAC,2020,13,NE,home,0,45
DEN,2020,13,KC,away,16,22
KC,2020,13,DEN,home,22,16
WAS,2020,13,PIT,away,23,17
PIT,2020,13,WAS,home,17,23
BUF,2020,13,SF,away,34,24
SF,2020,13,BUF,home,24,34
DAL,2020,13,BAL,away,17,34
BAL,2020,13,DAL,home,34,17
NE,2020,14,LAR,away,3,24
LAR,2020,14,NE,home,24,3
DEN,2020,14,CAR,away,32,27
CAR,2020,14,DEN,home,27,32
HOU,2020,14,CHI,away,7,36
CHI,2020,14,HOU,home,36,7
DAL,2020,14,CIN,away,30,7
CIN,2020,14,DAL,home,7,30
TEN,2020,14,JAX,away,31,10
JAX,2020,14,TEN,home,10,31
KC,2020,14,MIA,away,33,27
MIA,2020,14,KC,home,27,33
ARI,2020,14,NYG,away,26,7
NYG,2020,14,ARI,home,7,26
MIN,2020,14,TB,away,14,26
TB,2020,14,MIN,home,26,14
IND,2020,14,LV,away,44,27
LV,2020,14,IND,home,27,44
NYJ,2020,14,SEA,away,3,40
SEA,2020,14,NYJ,home,40,3
GB,2020,14,DET,away,31,24
DET,2020,14,GB,home,24,31
NO,2020,14,PHI,away,21,24
PHI,2020,14,NO,home,24,21
ATL,2020,14,LAC,away,17,20
LAC,2020,14,ATL,home,20,17
WAS,2020,14,SF,away,23,15
SF,2020,14,WAS,home,15,23
PIT,2020,14,BUF,away,15,26
BUF,2020,14,PIT,home,26,15
BAL,2020,14,CLE,away,47,42
CLE,2020,14,BAL,home,42,47
LAC,2020,15,LV,away,30,27
LV,2020,15,LAC,home,27,30
BUF,2020,15,DEN,away,48,19
DEN,2020,15,BUF,home,19,48
CAR,2020,15,GB,away,16,24
GB,2020,15,CAR,home,24,16
TB,2020,15,ATL,away,31,27
ATL,2020,15,TB,home,27,31
HOU,2020,15,IND,away,20,27
IND,2020,15,HOU,home,27,20
SF,2020,15,DAL,away,33,41
DAL,2020,15,SF,home,41,33
NE,2020,15,MIA,away,12,22
MIA,2020,15,NE,home,22,12
CHI,2020,15,MIN,away,33,27
MIN,2020,15,CHI,home,27,33
DET,2020,15,TEN,away,25,46
TEN,2020,15,DET,home,46,25
JAX,2020,15,BAL,away,14,40
BAL,2020,15,JAX,home,40,14
SEA,2020,15,WAS,away,20,15
WAS,2020,15,SEA,home,15,20
PHI,2020,15,ARI,away,26,33
ARI,2020,15,PHI,home,33,26
NYJ,2020,15,LAR,away,23,20
LAR,2020,15,NYJ,home,20,23
KC,2020,15,NO,away,32,29
NO,2020,15,KC,home,29,32
CLE,2020,15,NYG,away,20,6
NYG,2020,15,CLE,home,6,20
PIT,2020,15,CIN,away,17,27
CIN,2020,15,PIT,home,27,17
MIN,2020,16,NO,away,33,52
NO,2020,16,MIN,home,52,33
TB,2020,16,DET,away,47,7
DET,2020,16,TB,home,7,47
SF,2020,16,ARI,away,20,12
ARI,2020,16,SF,home,12,20
MIA,2020,16,LV,away,26,25
LV,2020,16,MIA,home,25,26
CIN,2020,16,HOU,away,37,31
HOU,2020,16,CIN,home,31,37
CHI,2020,16,JAX,away,41,17
JAX,2020,16,CHI,home,17,41
ATL,2020,16,KC,away,14,17
KC,2020,16,ATL,home,17,14
CLE,2020,16,NYJ,away,16,23
NYJ,2020,16,CLE,home,23,16
IND,2020,16,PIT,away,24,28
PIT,2020,16,IND,home,28,24
NYG,2020,16,BAL,away,13,27
BAL,2020,16,NYG,home,27,13
DEN,2020,16,LAC,away,16,19
LAC,2020,16,DEN,home,19,16
CAR,2020,16,WAS,away,20,13
WAS,2020,16,CAR,home,13,20
PHI,2020,16,DAL,away,17,37
DAL,2020,16,PHI,home,37,17
LAR,2020,16,SEA,away,9,20
SEA,2020,16,LAR,home,20,9
TEN,2020,16,GB,away,14,40
GB,2020,16,TEN,home,40,14
BUF,2020,16,NE,away,38,9
NE,2020,16,BUF,home,9,38
MIA,2020,17,BUF,away,26,56
BUF,2020,17,MIA,home,56,26
BAL,2020,17,CIN,away,38,3
CIN,2020,17,BAL,home,3,38
PIT,2020,17,CLE,away,22,24
CLE,2020,17,PIT,home,24,22
MIN,2020,17,DET,away,37,35
DET,2020,17,MIN,home,35,37
NYJ,2020,17,NE,away,14,28
NE,2020,17,NYJ,home,28,14
DAL,2020,17,NYG,away,19,23
NYG,2020,17,DAL,home,23,19
ATL,2020,17,TB,away,27,44
TB,2020,17,ATL,home,44,27
NO,2020,17,CAR,away,33,7
CAR,2020,17,NO,home,7,33
GB,2020,17,CHI,away,35,16
CHI,2020,17,GB,home,16,35
JAX,2020,17,IND,away,14,28
IND,2020,17,JAX,home,28,14
LV,2020,17,DEN,away,32,31
DEN,2020,17,LV,home,31,32
TEN,2020,17,HOU,away,41,38
HOU,2020,17,TEN,home,38,41
LAC,2020,17,KC,away,38,21
KC,2020,17,LAC,home,21,38
ARI,2020,17,LAR,away,7,18
LAR,2020,17,ARI,home,18,7
SEA,2020,17,SF,away,26,23
SF,2020,17,SEA,home,23,26
WAS,2020,17,PHI,away,20,14
PHI,2020,17,WAS,home,14,20
IND,2020,18,BUF,away,24,27
BUF,2020,18,IND,home,27,24
LAR,2020,18,SEA,away,30,20
SEA,2020,18,LAR,home,20,30
TB,2020,18,WAS,away,31,23
WAS,2020,18,TB,home,23,31
BAL,2020,18,TEN,away,20,13
TEN,2020,18,BAL,home,13,20
CHI,2020,18,NO,away,9,21
NO,2020,18,CHI,home,21,9
CLE,2020,18,PIT,away,48,37
PIT,2020,18,CLE,home,37,48
